"gaptext","date"
"2016 is off to a healthy (and stylish) start for @Brycethompson8.

Shop #GapFit for men: https://t.co/uSxbQ2tXIV https://t.co/sZjQAp8pFb",2016-01-18
"Weekend wanderlust in Ocean Beach, San Francisco. Share your adventures with #gaplove. https://t.co/q8yft6QASt",2016-01-15
"@babarker For online orders, a check is the only way to get you your cash back.  Sorry for any disappointment.",2016-01-15
"@babarker It is likely because you paid with a gift card. if the refund is less than $5 its issued as cash. Was this for an online order?",2016-01-15
"@katharinestaf10 We hate to hear this. We shared this with the area leadership so they can follow up. Thanks for letting us know.",2016-01-15
"@RebeccaLee19 We hate to hear this. We shared this with the area leadership so they can follow up. Thanks for letting us know.",2016-01-15
"@RebeccaLee19 Sorry to hear that, can you send us your order number or case number so we can check on this for you?  Thanks!",2016-01-15
"@srl23 So sorry. Please email us so we can get more info. We want to follow up with store. custserv@gap.com.  Hope to hear from you.",2016-01-15
"@patrickjrbryden Thanks, we sent an email to help with your next order.  Sorry for the inconvenience.  Georgianna - Customer Relations",2016-01-15
"@AndySimNYC Sorry for this Andy. Can you send us the style number for the jeans? We can follow up on this for you.",2016-01-14
"@patrickjrbryden Yes, be sure to take your invoice so the store can help.  Can you send us your order # so we can follow up on this? Thx",2016-01-14
"@NickConstantin3 Send us an email to custserv@gap.com so we can see if we can help with this. Please include your transaction information.",2016-01-14
"@AndySimNYC Oh no! Feel free to bring them to your local Gap store and a manager will be happy to assist you with this. Thanks!",2016-01-14
"@Lauren_Lynne5 We're so sorry to hear this. We'll share your feedback with the store's leadership so it won't happen again. Thanks!",2016-01-14
"@patrickjrbryden Oh no! Please call us at 800-GAP-STYLE so we can go over your options. Thanks!",2016-01-14
"@CarolTsang_ Happy to hear this. Thanks for shopping with us!",2016-01-14
"@micheal Sorry to see this. We'll share your feedback with our online leaders so they're aware. Thanks!",2016-01-14
"@drkhawajaa Sorry to hear this. The items you selected may not have been eligible. Try speaking with a manager so they can check your order.",2016-01-14
"@FridaBulbo @BatDadBlake @GapKids Your little superhero is so cute!",2016-01-14
"@Duranx24x We don't have specifics on restocking merchandise. Keep checking our New Arrivals section for updates. Thanks!",2016-01-14
"@TheBenHirsch Sorry to hear this. We'll add @AskSynchrony so they can assist you with your issue. Thanks!",2016-01-14
"@Rajni1787 We allow returns within 60 days of the purchase, 45 days if purchased online. Hope this helps!",2016-01-14
"@WaiLo_Li Sorry to see this. We'll share your feedback with the store's leadership so it can be addressed. Thanks for sharing!",2016-01-14
"@HPS_Vanessa Sorry to hear this. Please call us at 800-GAP-STYLE so we can go over your available options. Thanks!",2016-01-14
"@jillmtrey This can depend on your account. Feel free to call Synchrony at 800-887-1198 for help with this. Thanks!",2016-01-14
"Warming up for a brand new year. #StyldBy @damselindior 

Shop #GapFit: https://t.co/preDgxPae2 https://t.co/vqKD9maCHJ",2016-01-14
"Living in cozy cashmere these days. 

Shop the softest sweaters: https://t.co/Uq1zeUFwtZ https://t.co/bZ91tGUlxP",2016-01-13
"@NicholaConnolly Hi Nichola, We are sorry, however, Gift Cards cannot be used online in the UK.  Only in store.",2016-01-13
"@rosieswiss Sorry to hear this Rosie, We hope you called so we can make this right for you.  Thanks!",2016-01-13
"@CarolTsang_ Sorry to see this. Take it to the store and meet with manager. If the see it is defective, they can help. Thanks!",2016-01-13
"@NicholaConnolly You can call the automated service at 1-800-294-8803.  Hope this helps.",2016-01-13
"@eberns If you are already sub'd, it will take you to a screen to customize your preferences.  This will get you the emails you want!  Thx",2016-01-13
"@amandaalloverr You will need to meet with your manager for help with your check.  Thanks!",2016-01-13
"@HeatherArntson Hi Heather, We have reached out for more info. We will let you know what we hear.  Thanks!",2016-01-13
"@Jennytse We tweeted on 1/7 asking you to call so we can help you with the replacement order.  Call us at 1-800-GAPSTYLE. Thanks!",2016-01-13
"@lonylou Sorry Elaine, you cannot return items cross border.  US items can only be exchanged in US.  Thanks for reaching out.",2016-01-13
"@Allisonparker75 Thanks for pointing this out. I have shared it with quality control. Sorry for any disappointment.",2016-01-13
"@NicoleDumas12 We want to get some info about the jeans so we can forward this to our merchant. Please call us. 800-GAPSTYLE. Thanks",2016-01-13
"@cksieloff Are you saying that this just arrived!?",2016-01-13
"@f9_95_  You can email us at custserv@oldnavy.com.  Thanks!",2016-01-13
"@arocole Thanks for this feedback! We have shared it with our design team. Sorry for the disappointment.",2016-01-13
"@Poppalo1408 We are sorry to hear this. We would like to speak with you about this. Call us at your convenience. Thanks!",2016-01-13
"New year, new gear. 2016 is looking good. #GapFit

Shop the new line for men: https://t.co/uSxbQ2tXIV https://t.co/Y556Td1BP1",2016-01-12
"Winter wardrobe refresh: adding in layers of cool hues. Share your winter style with #gaplove. https://t.co/SPvxkK3B6u",2016-01-12
"@JulieJuleswal 1-800-427-7895 and ask for Customer Relations. We hope to hear from you soon.",2016-01-11
"@cdewall19 So glad to hear they fit the bill!",2016-01-11
"@M_Caroline_J Thanks! we will get this to the right leadership.",2016-01-11
"@TabithaKTomko Let us know the specific style number and size and we will see what we can find out. Thanks!",2016-01-11
"@soviet4ever We hate to hear this. Take them to the store and meet with manager. If they see they're defective, they can help. Thanks",2016-01-11
"@audreysinead We are sorry to hear this. Please call us at 1-800-GAPSTYLE so we can help with this.",2016-01-11
"@strawbeefull Call us at 1-800-GAPSTYLE or email custserv@gap.com.  Thanks!",2016-01-11
"@timmydougg Hi, we book models through local agencies. Thanks for your interest.",2016-01-11
"@jsonbecker So sorry to hear this. Please call so we can help with this. Thanks for reaching out so we can make it right. 1-800-GAPSTYLE",2016-01-11
"@rochers Sorry for the inconvenience during your visit. We have shared this with the leaders over the Emeryville store.  Thanks!",2016-01-11
"@teorishaw_  We are sorry to hear this. We have shared this with the area leaders for the Dedham location.  Thanks!",2016-01-11
"@Erin2bFit We hate to hear this. Please call us so we can get more details.  Thanks! 1-800-GAPSTYLE",2016-01-11
"@JulieJuleswal So sorry to hear this. Give us a call so we can get more info.  Thanks!",2016-01-11
"@Theemstiffany Sorry for this inconvenience.  Which location were you visiting?  Thanks!",2016-01-11
"@f9_95_ Please call us with your order number and we can help.  1-800-GapStyle",2016-01-11
"@dhois70 We are sorry to hear you had a bad experience. Give us a call and we can help with more return options.  Thanks!",2016-01-11
"@ab__johnson You can track the package with the tracking number from your return, or call us and we can see if it is in our system yet. Thx",2016-01-11
"@robbiecarr12 Hello Robbie, give us a call so we can see what happened.  We are happy to help.",2016-01-11
"@ab__johnson Usually a return takes 7-10 days. You may want to check the tracking on the return package.",2016-01-11
"@M_Caroline_J Sorry for this experience.  Can you tell us where you were shopping?  We want to follow up with the store.",2016-01-11
"@Deb_Rosenthal we change our promotions to keep the shopping experience fun and exciting. Sorry for any disappointment.",2016-01-11
"@KAS_712 Call Synchrony Bank at 1-877-363-3136. They manager the credit card accounts.  Thanks!",2016-01-11
"@zekemaster88 direct you questions to  jobs@gap.com.  Thanks!",2016-01-11
"Cabin fever isn't so bad in beautiful Vermont. #gaplove 

Shop the sweater: https://t.co/DlRgQWbEYw https://t.co/MQnC57DDh0",2016-01-11
"@Michelle_Fit_ We appreciate you writing. It will help to have the details.  We will watch for your correspondence. Thanks!",2016-01-11
"@NicholaConnolly Returns with a gift receipt will be put on a gift card.  Thanks for asking.",2016-01-11
"@TheAsherBailey We hate to hear this. Please email us at custserv@gap.com so we can help.  Thanks!",2016-01-11
"@enkhtshn Give us a call, we can help. 1-800-GAPSTYLE.",2016-01-11
"Today is the day... to make something happen. #Gapisms

See more inspiration on @Pinterest: https://t.co/xfb214ZxXr https://t.co/LVGgv1PvR9",2016-01-11
"From errands to workout to brunch, GapFit for men is here. Shop in select stores or at https://t.co/uSxbQ2tXIV https://t.co/Vm0a0K5kbS",2016-01-09
"Weekend-ready in a classic color combo.

Shop black and white stripes: https://t.co/J3Wmrda8Uf https://t.co/Dv2iLdrK6p",2016-01-08
"@ATLSAHM The store can match the price if they are the same style, different color or size. Call us at 800-GAP-STYLE so we can get more info",2016-01-08
"@NeiICJones We're sorry to hear this. Feel free to call us at 800-GAP-STYLE so we can go over your exchange options. Thanks!",2016-01-08
"@Stresbo We're sorry to hear this. We can honor the original price if you're exchanging for the same style in a different color or size.",2016-01-08
"@smfenn Gap was launched in 1969. At that time the term Generation Gap was popular and it is named from that.",2016-01-08
"@VANILLAVVV @Michelle_Fit_  Are you waiting for a call from leadership? Did they give you a case number? We are  happy to follow up on this.",2016-01-08
"@Mattydom We're sorry to hear this. Can you give us your order number so we can check on the current status? Thanks!",2016-01-08
"@Klwhite1985 We do our best to restock popular products. We'll share your feedback with our merchandising teams so they're aware. Thanks!",2016-01-08
"@MissAishaU We're sorry to see this. The email should be fine, but please ask them to call us at 800-GAP-STYLE if there's an issue. Thanks!",2016-01-08
"@aw817 We're sorry to hear this. Can you send us an email with the details of your issue along with your contact info? We're happy to help!",2016-01-08
"@QuoththeRavenSA We're sorry to hear this. We'll notify the store's leadership so it can be addressed. Thanks for letting us know!",2016-01-08
"@nanimal43 Oh no! Can you let us know which store you visited so we can share with their leadership? Thanks!",2016-01-08
"@Poppalo1408 We're sorry to hear this. We'll share your feedback with the store's leadership team so it can be addressed. Thanks!",2016-01-08
".@basakmericyazar keeps cozy in her favorite @Gap puffer vest and hat. #StyldBy

See more: https://t.co/ahAHEpC8jw https://t.co/47di8W6arI",2016-01-07
"@ThrobAndGuzzle Absolutely! You can sign up by visiting https://t.co/09gUyCApkV and scrolling to the bottom of the page. Thanks!",2016-01-07
"@DaveWatchers We're sorry to hear this. We'll notify the store's leadership so your concerns can be addressed. Thanks for sharing!",2016-01-07
"@detroitshoegirl We're sorry to hear this. Please call us at 800-GAP-STYLE so we can help place an exchange order. Thanks!",2016-01-07
"@shellrodd1922 Sorry to hear this. Feel free to bring them to your local Gap store and a manager will be happy to go over your options.",2016-01-07
"@JamesWrightTV Our styles are constantly changing based on customer feedback. We'll share your feedback with our merchandising leaders.",2016-01-07
"@Jennytse Thanks, we show that Denim Jacket is still available. You can call us at 800-GAP-STYLE so we can make an exchange order. Thanks!",2016-01-07
"@BanInfluencer We're sorry to hear this. We'll share it with the store's leadership so it can be addressed. Thanks for sharing!",2016-01-07
