"urbantext","date"
"Fall. Now. Please. Ì†ºÌΩÅ http://t.co/GQWpfWf59K http://t.co/QqDbfCoFtU",2015-09-05
"Your very own gallery space starts here. http://t.co/FE939e4Nvd http://t.co/JkHNCCwVlW",2015-09-04
"What to listen to while you get ready tonight: http://t.co/C9QlUiBjP6
(You're welcome.)",2015-09-04
"THREE Ì†ΩÌ±è DAY Ì†ΩÌ±è WEEKEND Ì†ΩÌ±è",2015-09-04
"Let's face it: you probably need a pair. http://t.co/8KV2fgFkAy http://t.co/nTVf0ysRbg",2015-09-04
"‚òÅÔ∏è‚òÅÔ∏è‚òÅÔ∏è 
http://t.co/5d8CZrAlp6 http://t.co/drVXqJ12un",2015-09-04
"Fact: a good flannel beats everything else. http://t.co/f2S8hBdhju",2015-09-04
"Ì†ºÌ∂ïÌ†ΩÌ±å! @Stussy http://t.co/nx0nttYLbj http://t.co/9d4mk1fYT4",2015-09-04
"These smell SO. GOOD. Ì†ΩÌ±â http://t.co/L20JXqlBnl",2015-09-04
"Reasons we love today:
1. Friday.
2. FREE SHIPPING on all orders! Start shopping: http://t.co/waUlrr4uXa",2015-09-04
"Embrace the boho. http://t.co/BHcKQut5rL http://t.co/W0ZUN93iw0",2015-09-03
"Yes to all of this. http://t.co/k9GKuq57NQ http://t.co/NkDVCe1wsl",2015-09-03
"A little #tbt outfit inspo, straight from 1995. http://t.co/6Lh45NfSs6",2015-09-03
"@sasstronaut I'm sorry for the issue you experienced with your order. Please DM us your order number so we can further assist you.",2015-09-03
"@lyssamab Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç WORTH IT, THO.",2015-09-03
"@Mikkaeelaaa shopping and dancing sounds like the perfect combo to us, honestly",2015-09-03
"""I look for anything colorful &amp; adventurous."" Talking inspiration with @zoelaz on the UO Blog: http://t.co/lSjAoGDHfu http://t.co/tDw5CtmLhj",2015-08-27
"THESE. Ì†ΩÌ∏ç DRESSES. Ì†ΩÌ∏ç http://t.co/kRWTOT2ITO http://t.co/sZyKGEUOv0",2015-08-27
"@odonnell_kayla &lt;333",2015-08-27
"@jacquelinenuqui I'm sorry to hear you have not received your package. Please follow us back and DM me your order number and I'll help you!",2015-08-27
"@caro_cardashian HAPPY BIRTHDAY KENDEL",2015-08-27
"@yemineee this is kind of the dream shopping experience, y/n?",2015-08-26
"Spruce up your space with a fall-time revamp: everything in deep shades of red. http://t.co/TxCAe5XORC http://t.co/TM3ojRIs2q",2015-08-26
"Ì†ΩÌ≤ïÌ†ΩÌ∏¥Ì†ΩÌ≤ï #NationalDogDay #UODogs http://t.co/bLAag7MbSU",2015-08-26
"Fall outfit planning for those chilly days ahead. Ì†ºÌΩÅÌ†ºÌΩÇÌ†ºÌΩÉ Can't wait. http://t.co/NRIiKWcOsB http://t.co/uM38gEK5Dh",2015-08-26
"Chilly weather wardrobe staples: Oxford shoes  + ankle socks. http://t.co/OjpNRFTqbq",2015-08-25
"@stevieee_21 @Amy_Louise129 Ì†ΩÌ∏≥",2015-08-25
"Maybe we're imagining that chill in the air, but all we wanna do is curl up under the covers...http://t.co/lHzV4yetqo http://t.co/Ivbot0hSfy",2015-08-24
"""I can‚Äôt predict what will happen, which is part of the fun."" More with @BeaccchHoussse on the Blog: http://t.co/2a7YCqsNve",2015-08-24
"Ready for change. http://t.co/ScJcdiF6RP http://t.co/BX7NM0qOBs",2015-08-24
"‚ù§Ô∏è!
Preorder here: http://t.co/TDGCnlvfeM
https://t.co/OiJJbqnHxu",2015-08-24
"@raeniverse I'll be glad to look into this for you. Please DM us or email us your order number at service@urbanoutfitters.com.",2015-08-24
"Want to win a Crosley Cruiser + vinyl pack? Don't forget to enter! Here's how: http://t.co/qr8G9P1gKi",2015-08-24
"@yourwarpaths Ì†ΩÌ≤ûÌ†ΩÌ≤ûÌ†ΩÌ≤û",2015-08-24
"@agrgic Yep! http://t.co/VRXUzjZGIv",2015-08-24
"If your dark circles are extra stubborn, we're here to help. http://t.co/INscM01nlJ",2015-08-24
"@highlightprgirl our pleasure &lt;3",2015-08-24
"‚ú®Ì†ΩÌ±åÌ†ΩÌ≤Ü
https://t.co/PshvuPPhV5",2015-08-24
"@Conveythemoment SWEATERS Ì†ΩÌ≤óÌ†ΩÌ≤óÌ†ΩÌ≤ó",2015-08-24
"@ettiieee Sorry to hear about your order! If you don't mind, please follow us back and DM your order# and email so we can help. Thanks!",2015-08-24
"@Mr_WuHoo thanks mom",2015-08-24
"You could always use a pair: BDG Twig jeans + cords are $39 for a limited time! http://t.co/VxM1oaj2RW http://t.co/auWlbHjw2Q",2015-08-24
"@Hansy_Renard Sorry for the concern. The email you received is indeed from us and needs to be responded to as soon as possible. Thanks!",2015-08-24
"This is very satisfying: see red through the eye of artist and photographer Mari Orr. http://t.co/r4v0nmj6Tu http://t.co/jmjWmZ7Yd4",2015-08-24
"@Ferjana9 HELLO &lt;3",2015-08-24
"@BLURRYFXCED yw &lt;3",2015-08-24
"@BLURRYFXCED Those are women's sizes (but they tend to run large) and yes, that means black and white!",2015-08-24
"Are you ready to fall? We are. Here's to layering and socks and busy days with your BFF...http://t.co/YlvRrHZwwI http://t.co/JvTHeM3XMF",2015-08-24
"@stephaniefengn STTEEEPHHANNIEEEEEE",2015-08-24
"@phoebesophiee GOOD TO KNOW.",2015-08-24
"@njhstckhlm it's the coziest thing in the universe",2015-08-24
"Today's your LAST CHANCE to enter our #UOonCampus Pin-Off! You could win the room of your dreams--here's how: http://t.co/yIIgnsZFpY",2015-08-23
"Two cats, lots of light, and tons of plants: Lynn Kostelny lives in the dreamiest loft ever. http://t.co/siPDVyiHp6 http://t.co/DFyKdzY8uf",2015-08-23
"Sunday morning, feeling cozy. Ì†ΩÌ∏å http://t.co/in31jMsI8v http://t.co/NdWmqkOqpb",2015-08-23
"Mmm, Mai Tai. Totally making this tonight: http://t.co/PPzasy5r4v http://t.co/IyJcLwKgPJ",2015-08-22
"A little lace is all you need. http://t.co/w9C2ZLwDM7 http://t.co/utyShFY3yK",2015-08-22
"Fall layering inspo Ì†ºÌΩÅÌ†ΩÌ±åÌ†ºÌΩÇ http://t.co/hyHe3VzWi7 http://t.co/rl4VjoMGmj",2015-08-22
"So psyched that SoCal blogger @taylr_anne is hosting College Night in Boise this Thursday! http://t.co/aDuOdsmuxJ http://t.co/gDtCTeiIX3",2015-08-17
"@alyakx we'll answer to that.",2015-08-17
"You could win the ultimate UO room makeover! Have you entered our #UOonCampus Pin-Off yet? http://t.co/sPrEtpS1I1",2015-08-17
"@jessiica_taylor Sorry for your experience. Please verify the issue you received, so that we can further assist you!",2015-08-17
"@ca_kaylee We apologize for your inconvenience! If you don't mind, please DM your order# and email address so we can help you out. Thanks!",2015-08-17
"Our latest loves are all right here. Shop the new Short Cuts lookbook: http://t.co/ZRbSZ4pmny http://t.co/Oi3GkGTr4o",2015-08-17
"""I really don‚Äôt fit in anywhere,"" says @halsey, but that's what makes her so great. Read more: http://t.co/U1fmnjsmKp http://t.co/IvG9zbnr8i",2015-08-17
"@indielarrie your cat has good taste",2015-08-17
"Here's hoping the rest of your day looks a little something like this. http://t.co/W6NKOL1cCV http://t.co/z9FHG0NR33",2015-08-16
"Sunday brunch looks. ‚òïÔ∏è http://t.co/YI1bmKxlrp http://t.co/Cez8bab8Ex",2015-08-16
"Okay. We're ready to admit it.
We're just a litttttle bit excited for fall. Ì†ºÌΩÇÌ†ºÌΩÅÌ†ºÌæÉÌ†ºÌøàÌ†ΩÌ∏ç",2015-08-16
"@julianah15 Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç",2015-08-16
"Need a night cap? Do it the natural way: http://t.co/zELjcpkUpz http://t.co/0yU3d3CJjJ",2015-08-16
"You love 'em, we love 'em: BDG Twig Jeans are now $39! http://t.co/gMHue37ADr",2015-08-15
"Don't forget! You could win a trip to NYC to meet @halsey, plus a $500 UO gift card. Have you entered yet? http://t.co/U4fBOmSUpN",2015-08-15
"Saturday morning vibes. http://t.co/8C1wNPHzZe http://t.co/NinO5WA7p7",2015-08-15
"We're having ice cream sandwiches for dessert. And possibly for dinner. http://t.co/mA100NBHnH http://t.co/zImLC6GqpX",2015-08-14
".@Converse forever and ever and ever. http://t.co/101uXUPuie http://t.co/s02gqM9aWI",2015-08-14
"@lizzydeacon Ì†ΩÌ≤ñÌ†ΩÌ≤ñÌ†ΩÌ≤ñ",2015-08-14
"@potassiumvision Hey, this image has been photoshopped. We never sold those shirts, and we never would.",2015-08-14
"@_oliviapineda this sounds like the beginning of a beautiful romance &lt;3",2015-08-14
".@yearsandyears have big dreams. Like going to American diners. Follow your heart, guys Ì†ΩÌ≤ï Read more on the UO Blog: http://t.co/h9Ps0tdGZp",2015-08-14
"For anything and everything. http://t.co/c2F29dy1lo http://t.co/BwfCRfpoDf",2015-08-14
"The expanded #UOBeauty shop of our 5th Ave store in @uonewyork is looking SO GOOD. Ì†ΩÌ∏ç‚ú®Ì†ΩÌ≤Ñ‚ú® Stop in if you're around! http://t.co/p7dHh9j1Y9",2015-08-14
"Wearing these light + breezy dresses while we still can. ‚òÄÔ∏èhttp://t.co/i5qCeQhp22 http://t.co/U7gyyt2eeR",2015-08-14
"@tradeerreurs Hey, we've never sold those shirts and we wouldn't ever.",2015-08-14
"Ever wanted to make a brand new tee feel perfectly worn-in? Here are our best tips + tricks for making it happen: http://t.co/AEutnhAAuP",2015-08-14
"@islaletts YAY CONGRATS &lt;3",2015-08-14
"@HausOfLeighton Hi there, we've never sold those t-shirts and we never would.",2015-08-14
"@yagirlcler Hey, we've never sold those t-shirts and we never would.",2015-08-14
"@rea_michelle_ @FeministsOnIy No, we didn't.",2015-08-14
"@MrMorrisMiles Hi, we've never sold those shirts and we never would.",2015-08-14
"@ladymel_b Hey, we never sold those t-shirts and we never would.",2015-08-14
"@queerful Hi, we've never sold those shirts and we never would.",2015-08-14
"@LauraLadron Hi, we've never sold those t-shirts and we never would.",2015-08-14
"@FeministsOnIy Hi, we've never sold those t-shirts you posted and and we never would.",2015-08-14
"Stock up: your fave BDG Twig jeans + cords are now $39! http://t.co/Fjh9XKjyFH http://t.co/i5MnLlkLzk",2015-08-13
"One word: S'MOREO. http://t.co/RqUKkc0Lc7 http://t.co/BRSArWAuYH",2015-08-13
"This dress. All weekend. http://t.co/gddGXxLDUv http://t.co/b2FRX83b61",2015-08-07
"Want UO to makeover your room? IT COULD HAPPEN. Enter our #UOonCampus Pin-Off! Here's how to enter: http://t.co/gHr1llK4qZ",2015-08-07
"Anyone up for a game of frisbee? Here are 5 ways to make it even more fun: http://t.co/s5H1XgyN0T http://t.co/AulNLgerff",2015-08-07
"Never lose another earring. http://t.co/fkk6Dd1AXf http://t.co/Dfolwq3TVT",2015-08-07
"Sneaker heaven is right this way. Ì†ΩÌ±â http://t.co/W3qmsF0C6p",2015-08-07
"Compliments incoming. http://t.co/aAg7sXEg0D http://t.co/OSm1U9iGXT",2015-08-07
"‚ú® Pretty little things. ‚ú® http://t.co/9b4SKTZsYK",2015-08-07
"Don't forget: enter to win a trip to meet @Halsey in NYC, plus a $500 UO shopping spree! Ì†ΩÌ≤ô Here's how to enter: http://t.co/U4fBOmSUpN",2015-08-07
"NYC! @Bestfriends will host fee-waived kitten + cat adoptions at 8 UO stores on Saturday, 8/8! Ì†ΩÌ∏ª More info here: http://t.co/STv2nkCS1c",2015-08-07
"Maybe the best thing ever: DIY tapestry canopy! SO COZY. Here's the how-to: http://t.co/jTTLwWukRT http://t.co/xAyiPyyzdq",2015-08-06
"Help! turns 50 today, so we know what we're listening to for the rest of the night...http://t.co/ml69liKtQQ http://t.co/Qli3wwhoP0",2015-08-06
"An update to the classic: @adidasoriginals Superstar Track Pants. http://t.co/Tf8Ajtr0Er http://t.co/yGbtABXC4z",2015-08-06
"Thanks for the compliment, bath mat. http://t.co/JD3GQVVsw3 http://t.co/QgGnoF0MHO",2015-08-06
"Our advice: mix and match your bikinis...it's just more fun that way. http://t.co/dh7hmPLzoy http://t.co/a0EOyiMLaD",2015-08-06
"White shirt, white sneakers, denim shorts, yes. http://t.co/mrvTtaEKWb http://t.co/EKV1gzdMbx",2015-08-06
"The history of a Brooklyn movement studio that's one of the coolest workout spaces we've seen: http://t.co/EmQzjfEosM http://t.co/3QUiPLJlZN",2015-08-06
"ICYMI: Shipping is FREE all month for Urban On Insiders! Sign up if you haven't already: http://t.co/kjsy4HuBsP",2015-08-06
"They're cute.
They're delicious.
They're easy.
‚ù§Ô∏è MUG CAKES FOREVER. ‚ù§Ô∏è
Recipe here: http://t.co/Ct6f7VMV6T http://t.co/YGfZpRBGzC",2015-08-05
"What we believe: the more inspiring your work space, the better your work. http://t.co/qHxYJbEY2u http://t.co/a4x7hSknmr",2015-08-05
"These smell SO. GOOD. http://t.co/5BTCIr1MyT http://t.co/uSthw0h1eE",2015-08-05
"Show us your room inspo + you could win the ultimate UO room makeover! Here's how to enter the #UOonCampus Pin-Off: http://t.co/KffBG1whi0",2015-08-05
"Same fave halter bra, new fave colors. http://t.co/9Xoev259cB http://t.co/Oo2su6wKAg",2015-08-05
"Want to meet @halsey in NYC + win a $500 UO shopping spree? Head here to learn how to enter: http://t.co/U4fBOmSUpN http://t.co/A9GQF6XHst",2015-08-05
"These four shirts are wardrobe staples that are so far from boring. Get to know 'em: http://t.co/VZLCkLbtzp http://t.co/LHp96DEOFm",2015-08-05
"The salves, serums, creams, and balms that win the fight against dryness: http://t.co/y5gJrwRfp5 http://t.co/mqvpn3Css1",2015-08-05
"Part M.I.A., part Missy Elliott, and part human drum machine, @georgia_hb is our kind of anti-pop star. http://t.co/u9UWV7QVFE",2015-08-05
"@saranev HAPPY HAPPY BIRTHDAY BIRTHDAY",2015-08-05
"We're suckers for a good multitasker. Dresses that go from day to night like it's NBD: http://t.co/3RapDRzBHY http://t.co/CceEOjSCJC",2015-08-04
"The sneaker shop is our happy place. http://t.co/kikQvHDBFQ http://t.co/8bvf9MkaSi",2015-08-04
"""Nothing is more satisfying than producing work that really comes from inside you."" http://t.co/yOZyN5Nn5f http://t.co/yntQOVuSzI",2015-08-04
"Bye bye, dry skin -- hello, healthy glow. Ì†ΩÌ±ã These are our 10 best products to help combat dryness: http://t.co/S5CdFNUlRn",2015-08-04
"Might just need 'em all. http://t.co/BtZK6JszBa http://t.co/bA3iiN0F53",2015-08-04
"You and a friend could go on an amazing vacation to a secret location. Are you in? http://t.co/Zu475uF0ol @Herschelsupply @GeckosTales",2015-08-04
"The best tee starts with a V...http://t.co/vZTOARTdfc http://t.co/uXbkANJAeQ",2015-08-04
"Just because it's meant for dudes doesn't mean it's off limits! These are the men's products that are worth snagging: http://t.co/gGTCUT5BHJ",2015-08-04
"Ì†ΩÌπå THIS BED. Ì†ΩÌ±å http://t.co/SdkZZSsLTC http://t.co/PelhLlajp1",2015-08-03
"It's Monday. You deserve to pamper yourself a little. Self-care night starts here: http://t.co/QOPCLxYWIY",2015-08-03
"Are you ready? Fall boots are here, and we're pretty excited...http://t.co/eZahkMzIPk http://t.co/Be85UML8FZ",2015-08-03
"We chatted with 5 Instagram photographers who keep us double tapping everyday: http://t.co/8yUYTBpd0a
@emanuelsmedbol http://t.co/1qzoogJATW",2015-07-28
"Vintage vibes meet modern technology in our new fave camera. It's like Instagram IRL! http://t.co/kUX0HWHnJE http://t.co/V8IhsE1d9T",2015-07-28
"Denim and flannel are BFFs. http://t.co/jKXDK9z9Is http://t.co/xoYGkO21Jj",2015-07-28
"Cut loose, and just as tough as your favorite jeans: these are the new chinos. http://t.co/kFqvHuMNxE http://t.co/DsBUddjc9M",2015-07-28
"@cally_turner It's AMAZING Ì†ΩÌ∏ç @shopcamp",2015-07-28
"@JessicaTMcFall YAY FOR NEW RUGS!",2015-07-28
"You're very welcome. Ì†ΩÌ∏òÌ†ºÌΩí
https://t.co/SihnfwSodX",2015-07-28
"@LilSenchie @astrummy33 yeah YOU GO GIRL.",2015-07-28
"There's still so much summer left! Plan those adventures now...http://t.co/CZuGkQvza1 http://t.co/znqldSYiFC",2015-07-28
"@heyoitsbekah HAVE FUN THERE",2015-07-28
"@jennaville22 it feels amazing and smells like bananas Ì†ºÌΩå",2015-07-28
"We did it. We found the cutest hand cream ever. Ì†ºÌΩåÌ†ºÌΩåÌ†ºÌΩå http://t.co/xkJnK3EdQP http://t.co/bd5GuxfRVP",2015-07-28
"Online now: the new Betta pack from @saucony in Sand, Sun, and Surf. http://t.co/p6Yu102iPl http://t.co/ydxMH7rni8",2015-07-28
"@Revealing_Larry WOOHOO HAVE FUN",2015-07-28
"There's still time! Don't forget to ask Alicia Yoon (of @peachandlily) your skincare questions here. https://t.co/L49tEYDFza",2015-07-28
"@KatieJoDurant &lt;3 YOU",2015-07-28
"@MarnieEdenHill Ì†ΩÌ∏ò",2015-07-28
"@isoflawless move in, tbh.",2015-07-28
"@sara_witte123 YEAH GRANDMA! she looks amazing.",2015-07-28
"Don't forget: we're giving away an amazing adventure to a secret location! Enter at http://t.co/oJdxhKxZ5q
@Herschelsupply @GeckosTales",2015-07-27
"Dreaming in black and white these days. http://t.co/gXYUJNzvhR http://t.co/hrBqTusJWj",2015-07-27
"Talking LA, inspiration, and online connections with @StylishWanderer on the UO Blog: http://t.co/ukCxAHTAn1 http://t.co/qbfYrlmvvb",2015-07-27
"@maddstweeter love! looks like so much fun.",2015-07-27
"Get ready! Here's your crucial checklist of campus essentials: http://t.co/A5gvkC3JtY http://t.co/JL04yHwMgM",2015-07-27
"@kim_gilsdorf Please PM us your order number so that we can look into this issue for you.",2015-07-27
"Have any pressing skincare questions? Ask here &amp; Korean skincare expert Alicia Yoon of @peachandlily will answer them this week on the Blog!",2015-07-27
"These dresses are (finally) back in stock! We missed them. Ì†ΩÌ≤ï http://t.co/5iEqeHPdHp http://t.co/x2nhUqGraR",2015-07-27
"We're giving away 50 tour posters signed by Jamie xx this week! RT for a chance to win. http://t.co/SpKXaaQUB8",2015-07-27
"@LuisaFCN loveee Ì†ºÌΩçÌ†ºÌΩçÌ†ºÌΩç",2015-07-27
"Soft, drapey, and super-wearable flannel shirts are forever at the top of our list. http://t.co/YNZoo8fPa8 http://t.co/7vuhM3ZhT1",2015-07-27
"@twentystitches THAT'S A GOOD ONE",2015-07-27
"Your life just looks better in Instax. http://t.co/Hbs0AN5xqd http://t.co/awwpAgST5p",2015-07-26
"Living in these Pastel Rose pieces from @adidasoriginals. Ì†ΩÌ∏ç http://t.co/p7gD9M8VWQ http://t.co/2p18F1NA0D",2015-07-26
"Ideal Sunday snooze location. Don't forget: select home textiles are 25% off! http://t.co/TIYtNhkkhP http://t.co/nSaYBeHKld",2015-07-26
"Ì†ºÌΩ¶ Cheers to Saturdays. Ì†ºÌΩ¶ http://t.co/bxmmcopurn",2015-07-25
"Your first clue for the http://t.co/Zu475uF0ol contest: this location is premier for surfers all around the world. Ì†ºÌøÑ#destinationunknown",2015-07-25
"Proud plant parent. Ì†ºÌºøÌ†ºÌº∑Ì†ºÌº± http://t.co/pAx65AayWv http://t.co/dWMoFMLoi3",2015-07-25
"Our weekend lounge looks always include a little @CalvinKlein. http://t.co/UKh5aseMsG http://t.co/vzlHcUEhKh",2015-07-25
"@vxcxo hi! love you!",2015-07-21
"@ThisIsMax YESSS Ì†ΩÌ±èÌ†ΩÌ±èÌ†ΩÌ±è",2015-07-21
"@consgrl50 why thank you Ì†ºÌΩúÌ†ºÌΩúÌ†ºÌΩú",2015-07-21
"Absolutely. Ì†ºÌºø 
https://t.co/03hqoAkoY2",2015-07-21
"Our everyday go-to: cropped, ribbed tanks + a high waisted denim skirt. http://t.co/rkFMccdQHs http://t.co/uG0lQlIp02",2015-07-21
"@FrankieCrespin that's okay",2015-07-21
"We think you're cool enough to wear sunnies on stage, @Sunflower_Bean.
Read more with the band on the UO Blog: http://t.co/aVSuYajGG1",2015-07-21
"@emwellsss ahhhhh #loveyou",2015-07-21
"You are. http://t.co/jb2Myq3Pui http://t.co/0cDiIkJMEg",2015-07-21
"The new Pastel Rose pieces from @adidasoriginals are everything. Ì†ºÌº∏Ì†ΩÌ≤ïÌ†ΩÌ∏ç Shop it here: http://t.co/qnYQCjtADl http://t.co/VYY3naqDMP",2015-07-20
"Filled with plants and textiles, Portland's @emilykatzdesign basically has our dream home: http://t.co/EX1dY29Aaz http://t.co/UHKt17mO3L",2015-07-20
"From scuzzy garage rock to bright summer synths, here are 5 new tracks that make it harder to hate on Monday: http://t.co/cV2d4LEEPF",2015-07-20
"@claudiaondecker omg  Ì†ΩÌ∞ò Ì†ΩÌ∞ò Ì†ΩÌ∞ò Ì†ΩÌ∞ò THE CUTEST.",2015-07-20
"@maddysfussed tell her we said hi",2015-07-20
"""Explore different environments, meet new people and most importantly get out of your comfort zone."" http://t.co/UPy8ghuegE",2015-07-20
"@yungfacetatt this sounds exciting",2015-07-20
"@salemdaly HELLO LOVE YOU",2015-07-20
"Our favorite way to display Instax photos: http://t.co/7Q4RMAJkXm",2015-07-20
"@pixiedustdjh WE &lt;3 YOU",2015-07-20
"@kierstyn_elyse hi! can you DM us, please? Ì†ΩÌ≤ï",2015-07-20
"Fresh additions to the sneaker shop are online now.
‚Üí http://t.co/LyTZpiI2pe http://t.co/ueYOyTDpXl",2015-07-20
"Crop tops + denim skirts + everything we love for this season (and next season) right here: http://t.co/dAde9rl1ai http://t.co/66e32DIL6R",2015-07-20
"@selenastroye If you don't mind, please follow us back and DM your order# and email address so we can assist. Thanks!",2015-07-20
"@stefcoeur YEAAAAAH congrats!! ‚ù§",2015-07-20
"@holdmgcdown STAY HYDRATED!!!!",2015-07-20
"We‚Äôre teaming up with @Herschelsupply + @GeckosTales to give away an amazing adventure to a secret location! Enter at http://t.co/oJdxhKxZ5q",2015-07-20
"@rut_vilar We're sorry to hear this happened! Please DM us with your order number and we'd be happy to look into this for you.",2015-07-20
"Shout out to the ocean for making our skin look its best. http://t.co/SA4jfmmjLu",2015-07-19
"When you think you have enough rings, add more. http://t.co/d8uhPAAyYr http://t.co/HHIj2BpFL6",2015-07-19
"The #UOInstaxagram contest ends tomorrow! Here's how you could win a Fuji camera pack + film for a year: http://t.co/0lpYmj4xAT",2015-07-19
"Some Saturday night bedroom inspiration, courtesy of the UO Blog: http://t.co/NGnH0nP60S http://t.co/BB5AvemmKm",2015-07-19
"No matter what your plans are this weekend, the dress you need is here: http://t.co/VP3pSUWIlV",2015-07-18
"Bored? Got nothing to do on this perfect summer day? WE'RE HERE TO HELP. Ì†ΩÌ±âÌ†ΩÌ±âÌ†ΩÌ±â http://t.co/4tTPWp36jU",2015-07-18
"Coffee tastes better out of cute mugs. It's just a fact. http://t.co/36I2dNRIzX http://t.co/nOIkBUHLHC",2015-07-18
"Don't forget! All sofas are $100 off through 7/20. Ì†ΩÌ∏å http://t.co/yFNSVW6WSI http://t.co/waH4zMFTqz",2015-07-17
"@JulesBeanNl Looks like your order is from our European site. You can tweet at @uoeurope or email UrbanEuropeCS@urbanoutfitters.com for help",2015-07-14
"We don't believe in such a thing as ""too many pillows."" http://t.co/XtCrv0zpWk http://t.co/tmt1YImGci",2015-07-14
"One of our favorite things: the lace halter bra, in every color, under everything. http://t.co/uARyJUDACe http://t.co/w100xogND2",2015-07-13
"NYC, come celebrate our special @adidasoriginals pop-up this Thurs 7/16 with @kilokish! 7-9p at UO Herald Square. http://t.co/9T2XU9Frwe",2015-07-13
"Take a peek + get inspired by a day in the life of macrame artist @emilykatzdesign: http://t.co/11eoYfOeUc http://t.co/VCgRbgzoYE",2015-07-13
"@_notjacqueline Sorry to hear about your order! If you don't mind, please follow us back and DM your order# and email so we can help.Thanks!",2015-07-13
"Listening to this new #MusicMonday playlist all. day. long. http://t.co/6wDrTTalGl",2015-07-13
"A good workshirt and some plaid button-downs are essential. Get set up: http://t.co/hCf8gYMggo http://t.co/hcTGF53mxK",2015-07-13
"Go on, get comfy. Take $100 off sofas starting today! http://t.co/1VwCCiFxmY http://t.co/veFgdxNqTQ",2015-07-13
"@FrancescaR0ssi if you're in the uk, @uoeurope should be able to help you out!",2015-07-13
"@FrancescaR0ssi http://t.co/W1OIfHztKg this one is replacement for keepsakes!",2015-07-13
"ICYMI: International shipping is still FREE for orders over $100, but it ends tomorrow! ‚ú® http://t.co/pXPrKNj275",2015-07-13
"@hillaurenn we found out it's super brand new and won't be online until august so keep your eyes peeled! :)",2015-07-13
"Those pieces perfect for when you're just a little too sleepy to get out of bed quite yet...http://t.co/Ipefir13UU http://t.co/pGwoWgJK37",2015-07-13
"@howisART Ì†ΩÌ±ãÌ†ΩÌ±ãÌ†ΩÌ±ã",2015-07-13
"@hillaurenn it's not online currently, but it may come back under ""apartment: new""",2015-07-13
"Big news: for 2 days only, international shipping is FREE when you spend $100! Shop now: http://t.co/HGcgqAutfP",2015-07-12
"This is the dream. ‚ú®Ì†ΩÌ∏ç
Shop the room: http://t.co/UudY6zh71Q http://t.co/PZXOD5mOHu",2015-07-12
"Hey, Sunday. Ì†ΩÌ±ã http://t.co/deseSGYYSi",2015-07-12
"Love letters for your wall. Ì†ΩÌ≤ï Shop the alphabet: http://t.co/QFSyUQler0 http://t.co/1yBjrKxuZ6",2015-07-11
"Because Saturdays are beach days. ‚òÄÔ∏è What are you up to this weekend? http://t.co/iS4JFoI3sA",2015-07-11
"Three words: Grilled. Bloody. Mary. Ì†ΩÌ∏± This is why brunch on the grill is best: http://t.co/BZaETKfG2v http://t.co/ywi0o6Qgth",2015-07-11
"Hey you, meet your boo.
...It's a pillow. http://t.co/cYDuFtu26A http://t.co/zE93Er1aso",2015-07-10
"What makes bikes + coffee go hand in hand? ""On a bike, you are the engine. Engines need fuel."" http://t.co/eNnowd5Mm7 http://t.co/zux65novci",2015-07-10
"‚òÄÔ∏è‚òÄÔ∏è FINALLY. ‚òÄÔ∏è‚òÄÔ∏è http://t.co/WrAJiUQ7Wd",2015-07-10
"Don't miss UO merchandiser Ally Couch serving up some serious home inspo on the Blog. ‚úåÔ∏èÌ†ºÌºøÌ†ΩÌ≤ï http://t.co/DuR8alLLqw http://t.co/6L7JDk4G9Q",2015-07-10
"Very weekend-ready rompers + dresses we love right now: http://t.co/oEYtAZZhpS http://t.co/u2KS4ZmtX6",2015-07-10
"@lxurynifill we're the us site - @uoeurope will be able to help you out!",2015-07-10
"Heart-eyed over these iconic @CalvinKlein pieces in a brand new color, only at UO: http://t.co/xCweS8hZ5n http://t.co/nJcmb5XTnS",2015-07-10
"Want to win a year's worth of Instax film &amp; a @FujifilmUS camera pack? Click to learn how to enter! Ì†ΩÌ±âhttps://t.co/hd9hc9Mg82 #UOInstaxagram",2015-07-10
"@halseyariana @RynWeaver it's in a bunch of our stores rn!",2015-07-10
"""Set goals, reach them, and then set new goals."" Talking fitness with @akin87: http://t.co/LYJy5MPwPy http://t.co/NFusxONLMu",2015-07-10
"@HalseyItalia Ì†ΩÌ±ãÌ†ΩÌ±ãÌ†ΩÌ±ãÌ†ΩÌ∏äÌ†ΩÌ∏äÌ†ΩÌ∏ä",2015-07-10
"@EchoesMeddle_ tbh she does. V COOL.",2015-07-10
"@Jhheale @uoeurope should be able to help you out!",2015-07-10
"Favorite Sandlot quote in 3...2...1...http://t.co/WnyYTJIBhf http://t.co/HHrl4exkYV",2015-07-04
"To the guy who just drove by blasting Bruce Springsteen at full volume: YOU'RE DOING IT RIGHT. Ì†ºÌ∑∫Ì†ºÌ∑∏",2015-07-04
"Ì†ΩÌ±Ø‚úåÔ∏èÌ†ºÌº≤ http://t.co/LTsR2ECjy5 http://t.co/LV1v2NNvzU",2015-07-03
"Super into suede these days. http://t.co/89sTWnzi7Q http://t.co/KLbsfFV92e",2015-07-03
