"jcrewtext","date"
"Saturdays &amp; farmers markets #springpairs",2015-05-09
"Calling all crafty kids…We're holding a special Mother's Day card making event in all our crewcuts stores today from 10am – 2pm!",2015-05-09
"Our kick-flip could use a lot of work, but our sneaks already look awesome http://t.co/FjcwxyNz2Q http://t.co/u9JWL2LKlT",2015-05-08
".@Birdwellbb for J.Crew: the best boardshorts are still made by hand in Santa Ana, CA #jcrewxbirdwell
https://t.co/rAGZw8Nn4V",2015-05-08
"It takes hours of fittings and testing to get our Italian Matte swim collection just right http://t.co/pQoU09B8HD http://t.co/4C4GshnDd8",2015-05-08
"Summer can't come soon enough, but New Arrivals are here right now http://t.co/lfpD5I5R4h http://t.co/snX3RXmITA",2015-05-08
"Did you know: Solitary bees fly to an average of 1,000 flowers a day #jcrewlovesbess",2015-05-07
"We're ready to wear these, like, yesterday http://t.co/vCNNCDIktN http://t.co/xQS05hZ7mA",2015-05-07
"Shoes inspired by the aurora borealis. We're starstruck http://t.co/cjo1jyxO1d http://t.co/Bj7h1TtIbf",2015-05-07
"Our stylist Gayle wants you to wear bright colors and show some skin this spring http://t.co/biQPACezIi #lookswelove http://t.co/bNnUgrcNfK",2015-05-06
"Dreaming of summer weather? Us too http://t.co/q6UtuZAtQP http://t.co/hhGwbxtYq5",2015-05-06
"Cropped jeans &amp; pointy toe flats #springpairs",2015-05-06
"Attention parents of young boys: these shorts will save you time in the morning http://t.co/WVoIyVRYZo http://t.co/4iOep3RGaO",2015-05-05
"It's #CincoDeMayo. Get to a restaurant that does free chip refills ASAP",2015-05-05
"Tell your other bags you need some space http://t.co/Mk0svJa3hG http://t.co/N8SnfRnIuR",2015-05-05
"We asked @alaAlison to take a few of our favorite pieces to one of her favorite places http://t.co/W9wJ3fkOtB http://t.co/cVKI9xGpWU",2015-05-04
"May the fourth be with you http://t.co/Gm7FfOgsSZ (cc: @starwars) #crewcuts #StarWarsDay http://t.co/vMcny7fPRy",2015-05-04
"A lighter way to wear the coolest color of the season http://t.co/efNHNEHrdW http://t.co/wo9lJPaCQP",2015-05-04
"Nobody will notice if the napkins don’t match. But they WILL notice the dress http://t.co/sUcXTPXQvg http://t.co/J4VPmaGyES",2015-05-03
"Florals and florals #springpairs",2015-05-03
"Let's help @buzz_dont_tweet and @xerces_society in their mission to save the bees http://t.co/YDbLkgCGCx #jcrewlovesbees #garmentsforgood",2015-05-02
"Your perfect suit awaits: http://t.co/QBiqX61oKG http://t.co/5IPnaVSpNv",2015-05-02
"Jane + Florence, denim lovers and the women behind @jeanstories, styled some of our friends: http://t.co/y68ygGrqAB http://t.co/rqrc8GU67k",2015-05-02
"Thanks for the walk down memory lane @refinery29 http://t.co/81PPVFJ3tP",2015-05-01
"Happy May Day! Let's hope the whole April showers/May flowers thing actually pays off",2015-05-01
"Jenna spills her Mother's Day gift ideas…. http://t.co/2egvllEK0Q",2015-05-01
"All the dresses we wish we’d had when we were younger http://t.co/JeWk732HEv http://t.co/THNzGOmUsj",2015-04-30
"Slip-ons &amp; no socks #springpairs",2015-04-30
"Skateboard legend Natas Kaupas of @birdwellbb worked with us on a collection of board shorts. Yeah, we're stoked: http://t.co/9xHKjiJMOl",2015-04-29
"LA chef Kris of @NtMRKT showed us how to make ""som tum"" (translation: delicious papaya salad) http://t.co/GKip5wjBt7 http://t.co/ss4us7p9w7",2015-04-29
"Leaves change color in fall. Chinos change color in summer http://t.co/jA2aO8K0Hj http://t.co/43TAXilOhl",2015-04-29
"All dressed up with everywhere to go http://t.co/23StUPIQq3 http://t.co/zokhaZXCj4",2015-04-28
"Iced coffee &amp; better attitudes #springpairs",2015-04-28
"Our hearts go out to everyone affected by the earthquake in #Nepal. Support the relief effort: http://t.co/I2k7YveI74 http://t.co/1QLNHY3Ef7",2015-04-28
"Start with the jewelry. It’s kind of like having dessert first http://t.co/rMQGqlpmvG http://t.co/W4VGJBDKDD",2015-04-28
"Did you know: Honeybees visit 2 million flowers to create one pound of honey #jcrewlovesbees http://t.co/E5AxLRT9Us",2015-04-27
"Dress for the high point of your day. http://t.co/cfemyNRMac http://t.co/VqCfCW0vlD",2015-04-27
"Take a closer look: lots of new arrivals to see! http://t.co/t0VLCqQab2 http://t.co/6QaGKnPRbN",2015-04-26
"These tees benefit bees, the world's most important plant pollinators (who are disappearing) http://t.co/Z3nKXrcdxT  #jcrewlovesbees",2015-04-26
"Face it. You can’t even see your refrigerator under all those wedding invites. http://t.co/Z1TLSNw0bO http://t.co/rwTviGdvnd",2015-04-26
"Tulips &amp; too much chocolate #springpairs",2015-04-25
"Spring cleaning 101: organizing your books by color http://t.co/uxVvdpIPvj",2015-04-25
"The reviews are in…You really love the Martie pant (we do too).  http://t.co/g1Vej6RROt http://t.co/y3ZIWas12G",2015-04-25
"Our buyer, Tracy, and designer, Molly, show @jeanstories how they wear their favorite jeans: http://t.co/NZyomEJTqD http://t.co/o9qr0t1zbw",2015-04-24
"Get a honeycomb ice-cream at the @Coolhaus truck (parked at our 5th Ave store!) today and $1 will go to help save the bees #jcrewlovesbees",2015-04-24
"Heartfelt thank you to all the local fire depts for their response to fire at our East Hampton store. Relieved &amp; grateful no one was hurt.",2015-04-24
"The @Coolhaus truck is at our 5th Ave store from 1:30pm-5pm today! Pro tip: a J.Crew receipt will get you a free ice-cream sandwich.",2015-04-24
"It’s officially warm! Which means it’s officially time to get excited about these new arrivals http://t.co/kAedz80mFW http://t.co/LIf9gpf5Uy",2015-04-24
"Coveting: Colorful @BlumaProject jewelry, handmade by female artisans from over the world http://t.co/S7mDcyBui8 http://t.co/S6pgJW6yAQ",2015-04-23
"New Arrivals mean our homepage just got a whole lot more handsome http://t.co/xdGwpgZhMh http://t.co/wS2GaBdUkS",2015-04-23
"The signature Birdwell beach ""britches"" label is sewn onto the back of each pair of board shorts #jcrewxbirdwell http://t.co/yfOyan3AQy",2015-04-23
"Bees need our help! Find out what we're doing to help build buzz and give back: http://t.co/oDRBDDur3A #jcrewlovesbees #garmentsforgood",2015-04-22
"Well, if we have to be ladylike… http://t.co/bFescaOx5e http://t.co/mWxy6xHwlz",2015-04-22
"It's #EarthDay, so go eat lunch outside! Then find out how you can make a difference, here: http://t.co/5GBmcL1l6J",2015-04-22
"Introducing our colorful home collection from @indego_africa, handwoven with love by female artisans in Rwanda: http://t.co/1snWAlgVnZ",2015-04-21
"If it were up to us, New Arrivals Day would be a national holiday http://t.co/9k0kpLMOtv http://t.co/GgRBJipjel",2015-04-21
"There's something about navy http://t.co/kbeF11pnx0 #jcrewclassics #youllthankuslater http://t.co/bZ9fGX6Jbl",2015-04-15
"Start her denim obsession early http://t.co/NPIMIw7Ola http://t.co/nGpnzg63An",2015-04-15
"PSA: It's #FreeConeDay at @BenandJerrys. You're welcome.",2015-04-14
"Tell your other bags you need some space http://t.co/T1DSXWxb2q #jcrewclassics #youllthankuslater http://t.co/r1xvHVbkOm",2015-04-13
"Think outside the cubicle http://t.co/30LpuCa3PY #weartowork http://t.co/eMylBSfLLz",2015-04-13
"Twinning in our Ludlow tux. @markruffalo + daughter Bella before they hit the @MTV #movieawards red carpet http://t.co/fYofmQ9kZO",2015-04-13
"Looks to guarantee your wedding hashtag will be #moststylishweddingever: http://t.co/ySx4Agb2Fq http://t.co/StCZoq3ntz",2015-04-12
"Celebrate longer days and warmer weather with some really cute new arrivals http://t.co/RBdDY6gukR http://t.co/Iv8MB4wBLK",2015-04-11
"No. Socks. #signsofspring",2015-04-11
"What's comfy, stretchy and goes under dresses and skirts? http://t.co/sfvWylwxS4 #crewcuts http://t.co/SFYNBONN2a",2015-04-10
"Our men's designer walks us through the design details found on our #wallaceandbarnes chinos http://t.co/KqtMcZzYkG http://t.co/VfRA20QCnF",2015-04-09
"When ""scattered showers"" sounds like a good thing  http://t.co/xFGnKllXVj #jcrewclassics #youllthankuslater http://t.co/baA2BiXs02",2015-04-09
"New swimwear that encourages diving right in http://t.co/Vomj8JJWzx http://t.co/xkk0nhO917",2015-04-08
"Feet first. The outfit will follow #jcrewtruths",2015-04-08
"Proof that you're never too old for something sparkly and pink http://t.co/SqdGQT8vlq #accessoryfix http://t.co/JAznU8JsVt",2015-04-07
"Warning: these may give her a mean case of the gimme’s. http://t.co/UVlIepTh50 http://t.co/EIhSEXjyr4",2015-04-07
"May the best-dressed team win #marchmadness",2015-04-07
"We've got lots of reasons to get to a body of water ASAP (like free shipping on swim styles) http://t.co/zCIvurYMRk http://t.co/1mOrNRWUUt",2015-04-06
"The uniform of artists, fashion icons and French sailors http://t.co/vWVYxYOyIy #jcrewclassics #youllthankuslater http://t.co/h1HfUriOIM",2015-04-06
"A mint suit. A sequin fringe skirt. A Moroccan tile jacket. It's #jcrewcollection http://t.co/wHp9okALaQ http://t.co/xyHMoorfsC",2015-04-05
"Le printemps est arrivé #jaicrew http://t.co/JjLRdH8Rns",2015-04-05
"Sunday musing: Is there a such thing as too many chocolate bunnies? Today, we investigate",2015-04-05
"Heathered cotton, chambray, seersucker: our Suit Shop has fabrics that are tailored for spring http://t.co/fF1MWthPJr http://t.co/cXu5hT3dVu",2015-04-05
"Never underestimate the power of the perfect white tee http://t.co/ktnCPRFmTj #jcrewclassics #youllthankuslater http://t.co/jaXdalATwf",2015-04-04
"Jeans designed to make a great entrance (and exit) http://t.co/wKqMgvTtIw #jcrewdenim http://t.co/H2jmh7xQrh",2015-04-04
"Rashguards with UPF 50. Because she’s finally going to master that underwater handstand... http://t.co/V2Ie0NnaeB http://t.co/tqJfYE1zpy",2015-04-03
"What can we say. Game recognizes game. http://t.co/m2rwKCXpa4 (cc: @FLOTUS @JimmyFallon @FallonTonight) #jcrewcrew",2015-04-03
".@jeanstories talks with denim designer, Aubrey, about the love between a woman and her jeans http://t.co/E5Wa0BkS8G http://t.co/nstYQ6GVDJ",2015-04-03
"The question, ""do I need a jacket?"" #signsofspring",2015-04-03
"The first sign of spring? New Arrivals http://t.co/RTumHOwXdz http://t.co/1UxKxLSerp",2015-04-02
"LA-based sisters, stylists and shoe designers on pursuing the perfect flat: http://t.co/xRn0mIIVJG (cc: @NewbarK) http://t.co/v8YcZQQvNh",2015-04-02
".@GQ makes the case for the monogram (http://t.co/T1FIrhlFmz). Here's ours: http://t.co/uLqzUWqFhY",2015-04-01
"Spring is in the air, new arrivals are on our shelves. http://t.co/pmqYed8UCJ http://t.co/ooQ58xwciy",2015-04-01
"Bare legs. Alright, bare ankles. #signsofspring",2015-04-01
"Crocs. But not how you think http://t.co/iNGEcth9De (cc: @Lacoste) http://t.co/g3a7hVwVEK",2015-03-31
"Afternoon @benandjerrys ice cream drop-off from our BFF @jimmyfallon. #thetonightdough (cc: @FallonTonight) http://t.co/WAKDg7yhsZ",2015-03-31
"The @WSJ thinks you should wear bolder trainers this spring. Nice to see we're the top choice: http://t.co/xy3vDOJ6sM #jcrewxNB",2015-03-31
"Spotted: a @saintjames Meridien II nautical tee. See more from our visit to Normandy: http://t.co/5WJKpL3ZZd http://t.co/So9sARUzfu",2015-03-31
"Merci, Laura!!! xx http://t.co/4Rg54RJkjY (cc: @WITblog) http://t.co/P8jQt7RhPO",2015-03-30
"Looks that go from 9 to 5…to 9: http://t.co/7aPDlwk2My http://t.co/c5YN9Um6HC",2015-03-30
"Even better than a double-shot of espresso: http://t.co/0LptoxaBhX #jcrewclassics #youllthankuslater http://t.co/a3c4M3dktx",2015-03-30
"Dresses that make “always the bridesmaid” sound like a pretty good gig http://t.co/0Rgu8QvaQw #jcrewweddings http://t.co/FPqb5RL9U6",2015-03-29
"The (terrifying) process of putting the A/C back in the window #signsofspring",2015-03-29
"“This pair fits perfectly with my lifestyle and LA’s easygoing aesthetic.” –Annina Mislin http://t.co/ZviJyYJWDt http://t.co/NMCMxKFgyS",2015-03-28
"Best thing about spring cleaning? More closet space for new dresses http://t.co/E1zA8idJ7V http://t.co/74WudiLACk",2015-03-28
"Here's what happens when we team up with @jeanstories to style our new collection: http://t.co/tgO9f3Rj6q #jcrewdenim http://t.co/JwIMfDQ8Ia",2015-03-27
"Easter. Passover. Your cousin’s graduation. The urge to dress up: http://t.co/tOY8mloR9s http://t.co/UMIAy4J7yi",2015-03-27
"Denim Alert: we teamed up with @jeanstories to help style our new denim collection http://t.co/5NK6Y5Jomt #jcrewdenim http://t.co/hUMnBwehuW",2015-03-27
"Just try to find something it doesn't look good with http://t.co/FxTg2yi94I  #jcrewclassics #youllthankuslater http://t.co/Br2MNpqJ0b",2015-03-26
"Our made-in-LA, garment-dyed tees capture plenty of California cool without the jet lag http://t.co/RO8eN2KZSF http://t.co/4YSxcNjbfP",2015-03-26
"Ordering pretty much anything ""iced"" #signsofspring",2015-03-25
"Outfits so good she might even pack her own bags for spring break http://t.co/qIYeBLnsNn http://t.co/gOq5RG2bID",2015-03-25
"The sartorial equivalent of truffle fries http://t.co/OZw7riSo6D #jcrewclassics #youllthankuslater http://t.co/2Um8KAlfYw",2015-03-24
"Pretty spring dresses to rule the playground http://t.co/ygDdyREhOM http://t.co/d02cnSCb9h",2015-03-24
"Whatever your commitment to actual jogging is, you're going to like these pants http://t.co/0JvG6L1gCD http://t.co/FadpdF8XfN",2015-03-24
"Walking home from work in actual daylight #signsofspring",2015-03-23
"Higher waist + cropped length = legs for miles http://t.co/tFSWTL7z8I http://t.co/7d3OoFlSMo",2015-03-23
"Prepare to pin: this bride based her entire palette on hot pink J.Crew bridesmaid dresses http://t.co/hKTK3zK7OQ http://t.co/mEGRDHLwGj",2015-03-22
"That whole ""light layering"" thing #signsofspring",2015-03-22
"All good things must end. Enter our #accessoryfix @Instagram contest now: http://t.co/ghsEZmWqzm #jcrewcontest http://t.co/3O9YS3EhWa",2015-03-21
"The skinny black pant isn’t going anywhere. But it’s getting better. http://t.co/5YVEEiYsj3 http://t.co/gq2BDasmmj",2015-03-21
"Happy spring? ������ (cc: @GrayMalin) http://t.co/RUsCrZrP1v",2015-03-20
"Classic Now: The Swim Short, spring 2015 http://t.co/oFPChVT2sI #jcrewclassics http://t.co/r3hPyIyf1g",2015-03-19
"Classic Then: The Swim Short, 1994 http://t.co/oFPChVT2sI #jcrewclassics #tbt http://t.co/A1MZvtjbrP",2015-03-19
"Find out how our three Wallace &amp; Barnes chinos are a cut above your average khakis: http://t.co/TVNDUM9rQk http://t.co/qpIkctUdtG",2015-03-19
"Looks we love. Not like. L-O-V-E http://t.co/XRj0QVsenp http://t.co/N3cjOmk835",2015-03-19
"And you thought he was excited about spring break before? Just wait 'til he sees these http://t.co/dFSB4W8rBj http://t.co/odY6jjEb39",2015-03-18
"Jenna's going to pick 3 winners of our #accessoryfix @Instagram contest soon... http://t.co/uGRb0q838T #jcrewcontest http://t.co/fxt8jRVPgu",2015-03-18
"Remembering that flowers grow in the ground. Not at the deli #signsofspring",2015-03-17
"We're celebrating #StPatricksDay with linen shirts from Ireland's Baird McNutt mill.  And green beer, obviously http://t.co/AsGLFddgP2",2015-03-17
"Finding the right pair of pants can be complicated. Let us help. http://t.co/Afm8JjI306 http://t.co/pVHo3Z9rUZ",2015-03-17
"Take the ""work"" out of workwear http://t.co/5LCc2E7X8O http://t.co/MbcEdUAj96",2015-03-16
"Over 100 new arrivals are here (which means work can wait) http://t.co/iFoZJH868X http://t.co/9zBIMUcUNj",2015-03-16
"Our stylist Gayle shows how to make chambray feel new, different—and dare we say a bit edgy? http://t.co/ZkupptG1XK http://t.co/JDf0mppIBO",2015-03-15
"Wearing outfits that aren't all black #signsofspring",2015-03-15
"The difference between good outfits &amp; great outfits? Accessories. http://t.co/9MWMaqTFN5 #accessoryfix #jcrewcontest http://t.co/OdaQQvyrtR",2015-03-15
"Suiting up on the Best Coast: photographer David Kitz shares his thoughts on dressing up in LA http://t.co/gF88pY438G http://t.co/oUdOy6fHHk",2015-03-14
"Seven cute, colorful new outfits. Because spring is finally here. Or almost, anyway... http://t.co/5SemF3nehX http://t.co/fXERGLAvXS",2015-03-14
"A sandal that makes a statement without making a fuss http://t.co/l2pUIYoDPA #accessoryfix http://t.co/FSi9XCPDZF",2015-03-14
"We get by with a little help from our shoe repair guy #jcrewtruths",2015-03-13
"Drop everything. Over 250 new arrivals are here http://t.co/M9OWQqDjJY http://t.co/gD6in9KTKh",2015-03-13
"Classic Now: The Sneaker, Spring 2015 http://t.co/4TcaOa6LK9 #styleguide #jcrewclassics http://t.co/flmiKF0nuf",2015-03-12
"Classic Then: The Sneaker, Spring 1993 http://t.co/4TcaOa6LK9 #styleguide #jcrewclassics #tbt http://t.co/0tFoexOgep",2015-03-12
"Our #accessoryfix @Instagram contest is almost over... http://t.co/200H7bIetw http://t.co/K0qZE6Guop",2015-03-12
"We don't want to jinx it, but it feels like spring. Get outside and shop our new arrivals! http://t.co/nLQvThaZWF http://t.co/fG7Q92vyRn",2015-03-11
"We partnered with @EDUN_NY for their first ever kids line http://t.co/ssfVFcb9Gj #garmentsforgood #jcrewxEDUN http://t.co/unPdbgKK5n",2015-03-11
"Actually leaving the building to get lunch #signsofspring",2015-03-11
"J.Crew x @newbalance 990 V.1 Pack: get it now in select stores &amp; online http://t.co/rNAF1c92RP #jcrewxNB #jcrewkicks http://t.co/z52kfpTHq8",2015-03-11
"Outfits that say “Warmer days are on the way!” http://t.co/jdACiU9rQB http://t.co/7IlpzEsG1v",2015-03-07
"Our Once-a-Year Wedding Event ends tomorrow. Shop now or forever hold your peace http://t.co/rbzgVgnykn #jcrewwedding http://t.co/yF1WflOigd",2015-03-07
