"expresstext","date"
"Our soft and sexy #OneEleven collection is how it-girls do casual. #LoveExpress
http://t.co/QqVIo43h3P http://t.co/CPjyDTqkgg",2015-10-16
"""I have too many cozy sweaters!"" #SaidNoOneEver. We've got every style you crave: http://t.co/aEjwJLBUCL http://t.co/R6enDf2WHb",2015-10-15
"Express fans: We want to know how you rock a look! Show us how you style your fave Express outfit. #GetToKnowYourCustomerDay #LoveExpress",2015-10-15
"Our Brand Favorites are carefully curated to get your lifestyle game on Ì†ΩÌ≤Ø #ExpressMen http://t.co/JYfLXMpVWh http://t.co/xHjIMmjtpG",2015-10-14
"Top Pinned: Our Cocoon Cover Up is having a major moment on #Pinterest ... and everywhere else http://t.co/DJQTbACSfS http://t.co/UxXGXEmxEj",2015-10-14
"The new classic: Stand-out ivory outerwear to give basic black a break. http://t.co/OVUErOYta5 http://t.co/mm3CQ7rDuL",2015-10-14
"On Wednesdays, we eat cake. Happy #NationalDessertDay! Like we needed a reason to eat dessert first. Ì†ºÌæÇÌ†ºÌΩ∞Ì†ºÌΩ¶Ì†ºÌΩ©Ì†ºÌΩ™",2015-10-14
"Nothing to wear? Live in #NYC? Shop our hottest styles by 1 p.m. &amp; have your look delivered by tonight. Yes, really Ì†ΩÌ∏â http://t.co/lTv3xezIKO",2015-10-14
"The all-purpose mock neck sweater: Classic, cozy, versatile. Take it from 9 to 5 to whenever. #ExpressMen http://t.co/zvcLtkylhY",2015-10-13
"It-girl #SweaterWeather do: Pair a cozy go-to with sexy leggings. You'll definitely get paparazzi'd. Ì†ΩÌ≥∑#LoveExpress http://t.co/yQgeovt8TH",2015-10-13
"All the function you need. All the style you crave. #ExpressMen http://t.co/9rn18S4BRQ http://t.co/jFJZrBb2GG",2015-10-05
"#SundayFunday: otherwise known as the weekend's closing ceremony. Let's have a final hurrah before we say goodbye to the weekend.",2015-10-04
"Weekend warriors: Power through your workout in EXP Core's cute prints and four-way performance fabric. http://t.co/Kq0ZgnsTIA",2015-10-04
"Stepping out? Make sure your booties have as much bling as you do. Ì†ΩÌ≤çÌ†ΩÌ≤é http://t.co/paUZcYWE7a http://t.co/rw6o9r9nto",2015-10-03
"How to pull off boho-babe style: Combine beautiful prints and flowing frocks with some serious wanderlust. http://t.co/fm2FjlGz10",2015-10-03
"Cute prints, functional fabric and diva-worthy details... #EXPCore is all the workout motivation you need. http://t.co/uH8pMLbnk2",2015-10-03
"How many times can we say ‚ÄòIt‚Äôs October 3rd‚Äô before it stops being awesome? The limit does not exist. #MeanGirls Ì†ΩÌ≤Å",2015-10-03
"What is it about a #LBD that makes you feel instantly sexier? Oh yeah-- everything. http://t.co/3EjPgr2ZU6 http://t.co/QvkDfAMM7n",2015-10-03
"Take the 70s vibe from the catwalk to the sidewalk with flattering flares and luxe details.  http://t.co/nKJySYVZb0 http://t.co/sJeURrJ0P3",2015-10-02
"Let your jewelry do the talking. #LoveExpress http://t.co/MpBYItw1QT http://t.co/Qcjso5CRGE",2015-10-02
"Our #OneEleven fall knits are your go-to cuddle gear. http://t.co/y5wYuVElTt http://t.co/94AQrQr9sG",2015-10-01
"Suit-up with prints as bold as you are. #LoveExpress https://t.co/BPOse6Dr0M https://t.co/YjJYXADBoO",2015-10-01
"October is all about candy, cocktails and costume parties. Where do we sign up? Ì†ºÌæÉÌ†ΩÌ±ªÌ†ºÌΩ≠Ì†ºÌΩ∏",2015-10-01
"Make all the right moves in our stretch suit. Always tailored. Never tight. #ExpressMen http://t.co/ViMjYgT1Ob http://t.co/t0m7xwVBhM",2015-10-01
"Layering 101: Cozy sweaters and soft tunic-tees means ""off-duty"" done right. #LoveExpress http://t.co/IejsB3BtB4 http://t.co/MuSEeuWbWl",2015-09-30
"Our strappy bralette is perfect alone or under a low-cut tee. We can't get enough. #TopPinned http://t.co/vJGCrhf8aF http://t.co/tSEOPg1WEL",2015-09-30
".@justinliv of #ScoutSixteen knows sometimes undone is better than done up. #ExpressMen http://t.co/efkqDKY0bO",2015-09-30
"When your wanderlust takes over, take a feminine printed dress on an adventure. #LoveExpress http://t.co/gJ7nG2vExb http://t.co/mFAID4lx8m",2015-09-29
"Macarons... You fancy. They're almost too cute to eat... Almost. #nom http://t.co/MrsZtsueh9",2015-09-29
"What to wear this week: Something that tells your boss you deserve a raise like blogger @DamselInDior. #LoveExpress http://t.co/jdCwUhZqji",2015-09-28
"#StephenCurry rocking our stretch suit is totally swoon-worthy. Guys: Take note. http://t.co/17yzUgHVC6 http://t.co/aTiPkpxP4z",2015-09-28
"After our weekend, a chill night is definitely in order. How do you reset for the workweek?",2015-09-27
"Style inspo to go: Download our new mobile app for daily inspiration. http://t.co/jshK59C4ag",2015-09-27
"#SundayFunday style made easy: Pair our joggers with your favorite tee and jacket. http://t.co/SX3FOY3FyU http://t.co/CsNREJcAFc",2015-09-27
"Last day to get $25 off every $100 you spend! Get your fall fashion fix: http://t.co/JtCUzcNSFK http://t.co/QjpT1RjhfC",2015-09-27
"Hey #Boho babes, our flirty and feminine dresses aren't just for summer. Up your free-spirit style with a cute coat. http://t.co/Ix4YLiXId6",2015-09-26
"Take a cue from @BrooklynBlonde and dress up distressed girlfriend jeans with bold jewelry. #LoveExpress http://t.co/cH60ZT2qxc",2015-09-26
"For those days you just want to stay in bed... Our cozy blanket cover-ups are the next best thing to calling in sick. http://t.co/0JOXwMH3o2",2015-09-26
"Because why show up if you're not showing off? #ExpressLife http://t.co/wKSrTrawAS http://t.co/yHD1uORNSz",2015-09-25
"That glorious moment when you get to clock out from work and go in on the weekend. Who‚Äôs down for drinks? Ì†ºÌΩ∏Ì†ºÌΩ∑Ì†ºÌΩπ",2015-09-25
"Level-up your suit game. #ExpressMen http://t.co/2Y3nyqng2k",2015-09-25
"Our fall collection is Ì†ΩÌ∏ç! Follow Express on Snapchat now to see what we‚Äôre talking about. http://t.co/vckK83ZtwY",2015-09-25
"Get $25 off every $100 you spend now through Sunday! Stock-up just in time for #fall. http://t.co/R1f6vqjMLM http://t.co/MmwxtZOTsS",2015-09-24
"We can't get enough of this lace trapeze dress either. Total #datenight outfit inspo! http://t.co/KvtP2bEwSa http://t.co/OShO6Tw1oF",2015-09-23
"You'll be the man of the hour on your next night out with the boys in our casual and cool chinos #ExpressMen http://t.co/NeknqoBtnK",2015-09-23
"Spice up your workwear with strappy heels, a Barcelona tank and bombshell-red lipstick. Cocktails after work anyone? http://t.co/lvPXT2pOdr",2015-09-23
"All the style inspo you'll ever need... right on your phone. Download the new mobile app. Ì†ΩÌ≥± http://t.co/KXmMnrCEIm http://t.co/Tfq06Gmj4o",2015-09-23
"It‚Äôs official! Fall is here! We‚Äôll miss you summer but we can‚Äôt deny our love of fall layers. #FirstDayOfFall #autumn #sweaterweather Ì†ºÌΩÇÌ†ºÌΩÇÌ†ºÌΩÇ",2015-09-23
"#StephenCurry is owning our Rocco Jean... What's that they say about a sharp-dressed man? #ExpressMen http://t.co/VqMK7SUZbX",2015-09-22
"Fall is all about flares...Channel your inner boho babe with this season's signature silhouette. Ì†ºÌΩÇ #LoveExpress http://t.co/FrP8lRpVt5",2015-09-22
"Fitness gear that works as hard as you do. #FashionMeetsFitness #EXPCore http://t.co/GGZFy6salm http://t.co/m8SdM0aWPh",2015-09-22
"Comfort never looked so sexy. Shop new Express One Eleven arrivals now: http://t.co/FVVoP1OHYL http://t.co/XcV9E8crXL",2015-09-22
"Got great style? Prove it! We're hiring for the holiday season. Visit http://t.co/6fGLfhMn2d to learn more. http://t.co/bgl0KOt99Z",2015-09-21
".@Motiankari of The Metro Man is making us swoon in these coated moto jeans. http://t.co/oL8H41DlGE",2015-09-21
"Who's watching the #Emmys2015 tonight?! Ì†ΩÌπã Any predictions?",2015-09-20
"What to wear tomorrow: a clean cut blazer with laidback joggers. #ExpressMen http://t.co/fdVjyMAklL http://t.co/9MJ9HPYWk5",2015-09-20
"L-o-v-e it when brunch with the girls turns in to a day long adventure. Ì†ºÌΩ¶ #ExpressLife http://t.co/mL3tfoekFa",2015-09-20
"Try something new tonight and button your dress shirt all the way up. #ExpressMen http://t.co/ufXgkFgZU7 http://t.co/mR1jymtlQE",2015-09-19
"Bumper cars with bae. Ì†ΩÌ∫óÌ†ΩÌ≤•  #yeezustakethewheel #sundayfunday #ExpressLife http://t.co/LQw3qOSLfz",2015-09-19
"Tomorrow's the last day to enter for a chance to win a $200 gift card in our #EXPCore Ì†ΩÌ≥∑ contest! Follow ExpressRunway on IG to learn more.",2015-09-19
"View from the top. #bts with @StephenCurry30. Seen all the new #ExpressMen yet? http://t.co/CjqVnfrSI0 http://t.co/ju8ZwEkOBb",2015-09-18
"""I'd like a cheeseburger, large fries and a Cosmopolitan."" - Carrie Bradshaw. Happy #NationalCheeseburgerDay! Ì†ºÌΩîÌ†ΩÌ≤õÌ†ºÌΩü",2015-09-18
"When your squad is other people's #squadgoals Ì†ΩÌ≤ñ #ExpressLife http://t.co/FcNKBmJyLB",2015-09-18
"Live chat with @anastasiaashley! Follow ExpressRunway on Instagram now to join. http://t.co/1unxij00tI",2015-09-17
"A little #tbt to our fall photo shoot. Wearing that sweater asap. #ExpressMen http://t.co/Wi943gRx7b http://t.co/oWBl4fMBjV",2015-09-17
"A tee and joggers. The Thursday morning coffee run uniform, basically. #ExpressMen http://t.co/YKJifFLEw9 http://t.co/mnWPEmRfAk",2015-09-17
"Ready for the dance floor. #ExpressLife http://t.co/ZJi7LULVny http://t.co/ruct9fLGqC",2015-09-17
"Refresh your white #1MX like @omar4gonzalez. Add a gray jacket and light blue tie. #usamt http://t.co/RW84UiD4WU http://t.co/KLANly4mAX",2015-09-16
"This romantic tunic top with a semi-sheer lace neck is #TopPinned this week!‚ù§Ô∏èÌ†ΩÌ≥å http://t.co/U0Y6rWT1J0 http://t.co/yVDX4yoLS3",2015-09-16
"Sugar rush starts now! Playing hooky in the city today. #ExpressLife http://t.co/GBzMCUsp2L http://t.co/js9g1t5Sv7",2015-09-16
"That feeling when you finally find the fall jacket you've been looking for. Ì†ΩÌ∏å‚ú® #ExpressJeans http://t.co/mVu89uhKLu",2015-09-15
"""Don't get so busy making a living that you forget to make a life."" Dolly Parton Apple's Ì†ΩÌ≤ã #ExpressLife http://t.co/CdwQKLOW0Z",2015-09-15
"Step up to the big assignments in a berry plaid suit and show-em-off heels. #LoveExpress http://t.co/LmScxwwK4v http://t.co/uK63sl9wNU",2015-09-15
"Enter for a chance to win a $200 gift card! Follow ExpressRunway on Instagram and check out the #EXPCore posts.",2015-09-15
"Pick up @GQmagazine to see @StephenCurry30 making moves in our new stretch suit. #ExpressMen http://t.co/XqiY5k2lqW",2015-09-14
"Annabelle of @vivaluxuryblog is taking us to #NYFW! Follow ExpressRunway on Insta now. Ì†ΩÌ±úÌ†ΩÌ≤ÑÌ†ΩÌ∫ñ",2015-09-14
"Last day to get $25 off every $100 you spend with promo code 1260!Ì†ºÌøÉÌ†ΩÌ≤® http://t.co/rQBt1inGjp http://t.co/dMNCqvU3jK",2015-09-13
"Brunch, anyone? Ì†ºÌΩ≥Ì†ºÌΩª #brunchonamonday #happylaborday #OneEleven http://t.co/dyWZfXU2ch",2015-09-07
"As seen in GQ, @stephencurry30 tries on new #ExpressMen. http://t.co/pvnOypDPyI http://t.co/KymrF5J49u",2015-09-06
"Follow ExpressRunway on Insta &amp; enter for a chance to win a gift card! #EXPCore #allidoiswin http://t.co/MtssC1caJ5",2015-09-06
"Give your going out looks a gold metal this season. New jewelry is in! Ì†ºÌøÜ #LoveExpress http://t.co/M8T9sdy9nA http://t.co/wo8chblEn9",2015-09-06
"When your  #labordayweekend uniform comes correct.  #OneEleven http://t.co/xwuLmNWCQq http://t.co/2Roh1av0py",2015-09-05
"Happy Be Late for Something Day! We plan on being late for bedtime. Ì†ºÌΩª #turnitup #nosleeptillsunday",2015-09-05
"The first Friday of the month deserves a new little black dress. Let's play. #ExpressLife http://t.co/P5iOQmtbe1 http://t.co/cqc69CcCZE",2015-09-04
"What are we wearing this long weekend? New stretch denim from #ExpressMen.
http://t.co/uiPgbXpJAx http://t.co/lVVvmt5WVT",2015-09-04
"Outfits. ‚úîÔ∏è BBQ supplies. ‚úîÔ∏è  Bug spray. ‚úîÔ∏è Literally no plans except to hang. ‚úîÔ∏è Let‚Äôs do this, long weekend!",2015-09-03
"Don't be the guy who goes home early because he forgot a jacket. #labordayweekend #ExpressMen http://t.co/0amb7l3IKM http://t.co/3LWi8iF2go",2015-09-03
"Busy planning outfits for the long weekend. Love how this can go from bbq to bar super easy. http://t.co/zQgJJ09g7O http://t.co/shthM69K0L",2015-09-03
"As seen in GQ, @StephenCurry30 takes #ExpressMen looks from our new season for a spin. You in? http://t.co/liUDo6f6UD http://t.co/2Dg3XWI47E",2015-09-03
"Everyone's gonna want to touch this bag. It zips up top, so you can feel cool letting them. (Ì†ΩÌ∏â)http://t.co/AhALty4LHg http://t.co/SYjDzN4gm4",2015-09-02
"Follow Express on Snapchat to see one of our favorite it-girls. Today she's the star of our holiday party campaign! http://t.co/oY9qGaQvHZ",2015-09-02
"When you workout so you can justify all the #EXPCore you're buying... New looks are in now! http://t.co/EJZsYChskN http://t.co/uVO6cJn4vm",2015-09-02
"Roll up your sleeves and show off the contrast cuffs of our soft wash button-downs.#ExpressMen http://t.co/pHoF3PYKIs http://t.co/l46EeqIfA2",2015-09-02
"Walking to lunch. Mostly just to show off these #ExpressJeans. #tbh Ì†ΩÌ≤ÅÌ†ºÌøª @nicholeciotti http://t.co/OSyWBgErht http://t.co/P1hOtL1XnB",2015-09-01
"Welcome back, September. ‚òÄÔ∏èÌ†ºÌΩÇ #ExpressLife #OneEleven http://t.co/vxofQdZK9j http://t.co/iyoxhBjJIa",2015-09-01
"We're so ready for fall! Are you? Shop  our new arrivals now! #LoveExpress http://t.co/EQfGqAFAxP http://t.co/ugtpMEMLWt",2015-09-01
"New #ExpressMen is here! Refresh your style playbook for the season ahead. #StephenCurry http://t.co/BL2USMWHhU http://t.co/HPqxyi0TmD",2015-08-31
"Before going #backtoschool (Ì†ΩÌ∏¢), our summer PR intern Hali recapped her fave moments on the job http://t.co/H17GXB9sWu http://t.co/jD5D4zuGGJ",2015-08-31
"New in September, EXP Core will be available in 100 stores! Find one near you: http://t.co/yI2lK5bWAC http://t.co/aZFvQrkRwm",2015-08-31
"All these red carpet looks got you inspired? Go ahead and get yours here! 
http://t.co/OaA7XDruDT http://t.co/uPc1QD8jsJ",2015-08-31
"Britney Jean looks killer in that bling ‚ú® #VMAs",2015-08-31
"No bad blood at these #VMAs 
Nicki + Taylor?!? Ì†ΩÌ∏ä
@taylorswift13 @NICKIMINAJ",2015-08-31
"#VMA Fave-Pick 1
1 @taylorswift13 #WildestDreams 
2 Nicki Nicki Nicki @NICKIMINAJ 
3 Brit being BACK @britneyspears 
4 The HOST @MileyCyrus",2015-08-31
"Girls, hit your hallelujah Ì†ΩÌπèÌ†ΩÌπèÌ†ΩÌπè Happy #VMA Day! Who are you betting on for best video? #VMAs2015 http://t.co/fSytVlkfYa",2015-08-31
"Young, wild, free. ‚úåÔ∏è #OneEleven http://t.co/9dOs6Ryd1n http://t.co/NPAMPNHtSJ",2015-08-30
"How is it almost September? Like... how tho? Ì†ºÌΩÉÌ†ΩÌµüÌ†ºÌΩÇÌ†ΩÌ∏±",2015-08-30
"Today's #ootd is brunch approved. We'll take the patio seats, please. #ExpressLife http://t.co/oNgM8deKT4 http://t.co/JMQ7ZyirlK",2015-08-30
"Make going back to work Monday easier. Pick up an amazing new skirt this weekend. #LoveExpress http://t.co/d8ukDAgN5j http://t.co/nRqNbmyNUQ",2015-08-29
"City living! So much fun to be had on Saturdays. #tryingtochoose #ExpressLife #ExpressJeans http://t.co/SrLclkd6FE http://t.co/7Uwksjnd3i",2015-08-29
"The black moto jean is down for whatever. #same #ExpressMen #ExpressJeans @onedapperstreet http://t.co/DUYlNTaVVB http://t.co/yKQG8t4Pwn",2015-08-29
"Go big or go home. And nobody wants to go home yet. ‚ú® #ExpressLife http://t.co/Wa1cHcX1kC http://t.co/SmJpm5VXT8",2015-08-28
"This A-line faux suede skirt = an A+ back-to-school look. #ExpressLife http://t.co/zgPPgnRFhQ http://t.co/oy80AMBo8c",2015-08-28
"Enter: this season's most sought after fabric, faux suede. #justaddskinnies #LoveExpress http://t.co/j9xrFYdksQ http://t.co/OK8jqG9U35",2015-08-28
"Weekend starts... Now! #thursdayisthenewfriday #backtoschool #expresslife http://t.co/aDz93YhP5n",2015-08-27
"The Blake's loose fit might as well have been designed for Thursdays after work. #ExpressMen http://t.co/y5662XVAkv http://t.co/oT2qQ25yad",2015-08-27
"It's what's inside that counts! Unless it's this burgundy faux suede bag. http://t.co/zFJQo1QCzy http://t.co/Ag4U2l5fGP",2015-08-27
"The deets. Hand-finished and trending. #ExpressJeans @chicityfashion http://t.co/Sk3Dazx0II http://t.co/Y7zDPMJIV2",2015-08-26
"When you learn your hardest class has multiple choice exams *and* there's a crush-worthy candidate two rows over. Ì†ΩÌπåÌ†ºÌæâ",2015-08-26
"Mini skirt? More like many compliments! Shop this (minus the) leather pleated skirt now. http://t.co/gfmyiVMbQT http://t.co/BmGnNUvJDD",2015-08-26
"As seen in @GQmagazine, @StephenCurry30 reps our latest looks in the latest issue! #ExpressMen http://t.co/nycMkdZ8A7 http://t.co/b7z8PFF54F",2015-08-25
"Going out. On a Tuesday. Ì†ºÌΩ∑ #ExpressJeans @riamichelle http://t.co/ELzOvBWSH7 http://t.co/kZtk8lNYaj",2015-08-25
"When in doubt, wear red... and girlfriend #ExpressJeans. @bowsandsequins http://t.co/U9Xpl4d9gS http://t.co/mxKUhMLcQq",2015-08-24
"Fall colors for work? Browns, navys and grays. #ExpressMen http://t.co/YqPtgsK8la http://t.co/zNLMYHxx9C",2015-08-24
"May office-karma smile kindly upon the people who cancel meetings and just say everything via email! #mondaywin Ì†ΩÌπèÌ†ºÌøª",2015-08-24
"Your guide to campus packing is on the blog. Check it: http://t.co/Y76eBwdJOm #backtoschool http://t.co/CVhTOIpGrF",2015-08-23
"Getting in our vitamins C + D. #brunchonthepatio #mimosas #ExpressLife",2015-08-23
"Livin' the Sunday dream with @vandifair. Ice cream &amp; shades forever. #ExpressLife http://t.co/RfhV2xGXTy",2015-08-23
"OMG it's so hot. Going to see a movie because theater A/C is ice cold. Any recos for what to see? #ExpressLife",2015-08-22
"Take your Girlfriend out for the evening. Here‚Äôs how. @sisiliapiring  #ExpressJeans http://t.co/DsruA70v0F",2015-08-21
"When mom comes to visit and takes you grocery shopping = Ì†ΩÌ∏çÌ†ΩÌπè #adultlife  #gettingguac",2015-08-21
"This printed cover-up is perfect for walking between classes. #backtoschoolalready #ExpressLife http://t.co/1KMezAiBJl",2015-08-21
".@nichollvincent has skills for styling #ExpressJeans. See more Miami-inspired style: http://t.co/fd8l4gpGPE http://t.co/KRcgMol9od",2015-08-20
"Here‚Äôs a roundup of our best new items. Got a favorite? http://t.co/6QWtF03UPa http://t.co/Z33MyX0ijX",2015-08-20
"Work it like #KarlieKloss all day, every day. #goals #OneEleven http://t.co/e2TYQyXZvU http://t.co/j8xtjEVQiA",2015-08-20
"Ankle booties got me like ""Whoa. Can I wear these always?"" #LoveExpress http://t.co/z3m1D0PWnU",2015-08-19
