"jcrewtext","date","ny_snow","ny_mean_temp","ny_max_temp","ny_min_temp","la_snow","la_mean_temp","la_max_temp","la_min_temp","chi_snow","chi_mean_temp","chi_max_temp","chi_min_temp","hou_snow","hou_mean_temp","hou_max_temp","hou_min_temp","unemployment"
"Knock it off with the boring suits, try one of these http://t.co/STtDHA1gcL http://t.co/RupwlvPjtB",2015-06-06,0,68,76,60,0,65,72,58,0,64,73,54,0,83,93,72,5.3
"We're giving out free donuts in stores until 12pm. You donut want to miss it http://t.co/vPPgVEjqqp #nationaldonutday http://t.co/cvZ4fY5ayp",2015-06-05,0,63,70,55,0,67,73,60,0,65,73,56,0,82,92,72,5.3
"And we're back! http://t.co/ZRJbxOJffy is up and running. Thanks for your patience! #happyshopping",2015-06-04,0,60,65,54,0,66,70,61,0,72,82,62,0,80,90,69,5.3
"We're experiencing issues with http://t.co/ZRJbxOJffy, we’ll be back online shortly. Need help now? Tweet @jcrew_help or call 1 800 562 0258",2015-06-04,0,60,65,54,0,66,70,61,0,72,82,62,0,80,90,69,5.3
"The story behind our first collab with @OnitsukaTigerUS http://t.co/IMiwKL4MUf  #jcrewkicks #JCrewXOnitsuka http://t.co/qLwczDT61h",2015-06-04,0,60,65,54,0,66,70,61,0,72,82,62,0,80,90,69,5.3
"Tees made in a place where they know a thing or two about warm weather style http://t.co/dvoyPxxDIY #madeinUSA http://t.co/PqLYUgYCGx",2015-06-04,0,60,65,54,0,66,70,61,0,72,82,62,0,80,90,69,5.3
"Ice cream for dinner #signsofsummer",2015-06-03,0,61,69,53,0,68,74,61,0,67,79,55,0,80,91,69,5.3
"Shop our collections from the @CFDA/@voguemagazine #fashionfund winners…right NOW! http://t.co/Q6DPyP05UH #jcrewxcvff http://t.co/hOFXdc6J97",2015-06-03,0,61,69,53,0,68,74,61,0,67,79,55,0,80,91,69,5.3
"Sun’s out, new arrivals out http://t.co/zAeeYJADOG http://t.co/IsaXiXSj7l",2015-06-03,0,61,69,53,0,68,74,61,0,67,79,55,0,80,91,69,5.3
"Good things from above: celebrating the #jcrewxcvff collection tonight. Come shop 'til 9p at our 5th ave store in NYC http://t.co/tb2WXxJepT",2015-06-02,0,53,55,50,0,68,76,60,0,58,71,45,0,79,90,68,5.3
"Visit us tonight from 7:30-9PM at our NYC 5th Avenue store to shop the #jcrewxcvff collections before anyone else: http://t.co/oBgvvmbsZn",2015-06-02,0,53,55,50,0,68,76,60,0,58,71,45,0,79,90,68,5.3
"We're proud to be the official outfitter of ""hey watch this!"" jumps in the pool  http://t.co/quCFaEFwhP #crewcuts http://t.co/7UwA9dZ7l0",2015-06-02,0,53,55,50,0,68,76,60,0,58,71,45,0,79,90,68,5.3
"The jogger pant, the perfect pant for everything but jogging http://t.co/mZgNL4VltM http://t.co/bLXmXWeZ1H",2015-06-02,0,53,55,50,0,68,76,60,0,58,71,45,0,79,90,68,5.3
"Our summer necessities: iced tea, bare feet, and pretty new dresses http://t.co/Nj1NHu8XR3 http://t.co/whFnimeHhs",2015-06-01,0,54,57,51,0,67,75,59,0,55,62,48,0,78,89,66,5.3
"Great jeans are arguably more important than great genes. #jcrewtruths",2015-06-01,0,54,57,51,0,67,75,59,0,55,62,48,0,78,89,66,5.3
"First comes love, then comes the dress… http://t.co/wu5w8W8tNr http://t.co/JPrT0bmvJs",2015-05-31,0,74,93,60,0,66,73,59,0,51,57,44,0,78,87,69,5.5
"Thought there was only one way to wear a tux? Prepare to have your mind blown http://t.co/rslxMm7xdE http://t.co/KAGpBDOUqM",2015-05-31,0,74,93,60,0,66,73,59,0,51,57,44,0,78,87,69,5.5
"Hey New Yorkers, today is #Manhattanhenge (otherwise known as @Instagram gold).",2015-05-30,0,76,85,67,0,68,77,59,0,59,73,45,0,80,91,69,5.5
"If only we could make a tie-dyed dress this cool when we were in camp... http://t.co/l4tKakBPPd #crewcuts http://t.co/0FRwpd1Pjk",2015-05-30,0,76,85,67,0,68,77,59,0,59,73,45,0,80,91,69,5.5
"Introducing the Baja shirt (the ease of a hoodie with the versatility of a shirt) http://t.co/GcDTp3GGyu #thefinds http://t.co/KC8kZqgUNr",2015-05-29,0,75,85,65,0,68,77,58,0,78,84,71,0,80,89,70,5.5
"Chambray. Seersucker. Linen. Silk. #signsofsummer",2015-05-29,0,75,85,65,0,68,77,58,0,78,84,71,0,80,89,70,5.5
"Exclusively ours: the @OnitsukaTigerUS Fabre Low, available now http://t.co/bPDXBlHdaK #jcrewkicks #JCrewXOnitsuka http://t.co/usGnj6ggPv",2015-05-29,0,75,85,65,0,68,77,58,0,78,84,71,0,80,89,70,5.5
"Welcome to the arty world behind jewelry line and #fashionfund finalist @evafehren http://t.co/NyySzb65JZ #jcrewxcvff http://t.co/APgpaFQo8N",2015-05-29,0,75,85,65,0,68,77,58,0,78,84,71,0,80,89,70,5.5
"Rumpled linen shirts are a telltale sign of a man with great taste http://t.co/fioX1Mhc1e http://t.co/RD1p6aKN5Y",2015-05-28,0,78,85,70,0,66,75,57,0,72,84,60,0,80,90,70,5.5
"Introducing the short sleeve painter tee. Wear it all summer long http://t.co/8Mxy0rlLg1 #thefinds http://t.co/sAxdk3DbHm",2015-05-28,0,78,85,70,0,66,75,57,0,72,84,60,0,80,90,70,5.5
"Designer @ryanrocheny takes us inside her studio, a converted barn outside of NYC http://t.co/JdsjoQwaT4 #jcrewxcvff http://t.co/aS4aPalxwE",2015-05-28,0,78,85,70,0,66,75,57,0,72,84,60,0,80,90,70,5.5
"Need a little summer outfit inspiration? Bookmark this: http://t.co/3gUqe3ZNkp #lookswelove http://t.co/301NUdi4N6",2015-05-27,0,78,85,70,0,65,72,58,0,71,77,64,0,76,86,65,5.5
"Our #styleguide shoots have taken place in 43 different countries and 5 continents #jcrewfacts",2015-05-27,0,78,85,70,0,65,72,58,0,71,77,64,0,76,86,65,5.5
"This Thursday, Amanda Brooks will sign copies of her new book, ""Always Pack a Party Dress,"" at J.Crew Prince St. (!!) http://t.co/tZA5B7se7X",2015-05-26,0,78,88,67,0,64,69,59,0,73,77,69,0,76,85,66,5.5
"You've mastered the Power Point presentation, now onto power dressing http://t.co/9thWk19m46 http://t.co/SA7LQsu2Ox",2015-05-26,0,78,88,67,0,64,69,59,0,73,77,69,0,76,85,66,5.5
"The contents of your fridge: guac, limes and margarita mix #signsofsummer",2015-05-25,0,75,85,64,0,64,71,57,0,75,81,68,0,77,88,66,5.5
"We can only think of a few places that merit 24 hours of travel. The Maldives is one http://t.co/Shqo5f07iy http://t.co/cIPkT9dLDN",2015-05-25,0,75,85,64,0,64,71,57,0,75,81,68,0,77,88,66,5.5
"Outfits for camp, daytrips, playdates, or just hanging out in the backyard http://t.co/LkNQg1xNjs http://t.co/n70qyRkPPr",2015-05-25,0,75,85,64,0,64,71,57,0,75,81,68,0,77,88,66,5.5
"Love J.Crew? Come work for us! Check out J.Crew Careers here: http://t.co/hAYCrTE5Ln (cc: @jcrew_hiring @jcrew_jobs)",2015-05-22,0,65,74,55,0,63,69,57,0,59,68,50,0,72,79,65,5.5
"There are 6,337 custom color chips in our ""Color Library"" #jcrewfacts",2015-05-21,0,57,62,52,0,64,71,57,0,59,70,47,0,77,82,71,5.5
"INCOMING! http://t.co/2w3ZVQMMgl #newarrivals http://t.co/uIAutpheIQ",2015-05-21,0,57,62,52,0,64,71,57,0,59,70,47,0,77,82,71,5.5
"Introducing our collection from @CFDA/@voguemagazine #fashionfund winner @PAndrewDesign http://t.co/n50sCICZfL #jcrewxcvff",2015-05-20,0,61,67,54,0,65,72,57,0,47,51,43,0,81,89,73,5.5
"A very giggly dress up session, courtesy of our newest collaborator @fashionbymayhem http://t.co/y2vZ0Q3Z5A #crewcuts http://t.co/cmGPvHr8i7",2015-05-20,0,61,67,54,0,65,72,57,0,47,51,43,0,81,89,73,5.5
"Heard of @mercadoglob for J.Crew? It's about to be our worst-kept secret... http://t.co/1IzLJroTuV",2015-05-20,0,61,67,54,0,65,72,57,0,47,51,43,0,81,89,73,5.5
"Two words: New. Outfits http://t.co/jvsudgYyp0 #crewcuts http://t.co/1t9u9qbMdM",2015-05-19,0,70,80,59,0,65,73,56,0,49,54,44,0,80,86,73,5.5
"Our collections with the @CFDA/@voguemagazine #fashionfund winners are available for pre-order: http://t.co/8oZxYlVBjS #jcrewxcvff",2015-05-19,0,70,80,59,0,65,73,56,0,49,54,44,0,80,86,73,5.5
"J.Crew x @OnitsukaTigerUS is in select stores &amp; online now http://t.co/KKL7oGTtF0 #jcrewkicks #JCrewXOnitsuka http://t.co/QMJ2hATWjH",2015-05-19,0,70,80,59,0,65,73,56,0,49,54,44,0,80,86,73,5.5
"Give your wardrobe some 80-degrees-and-sunny vibes http://t.co/PZPV1IGwsS http://t.co/UVumtSb5qx",2015-05-18,0,68,75,60,0,66,71,60,0,66,81,51,0,80,86,73,5.5
"We'd say to send us a picture of your favorite museum exhibit but photography probably isn't allowed #internationalmuseumday",2015-05-18,0,68,75,60,0,66,71,60,0,66,81,51,0,80,86,73,5.5
"Blue skies &amp; crystal-clear waters. (There's more from the Maldives in our June #styleguide) #onlocation http://t.co/OF8SimpMsv",2015-05-18,0,68,75,60,0,66,71,60,0,66,81,51,0,80,86,73,5.5
"You can walk forever into the Indian Ocean and still see your toes (Really! Our team tried)(cc: @Anantara_Hotels) http://t.co/9Xl2fTCp9o",2015-05-17,0,74,83,64,0,65,72,58,0,77,84,69,0,78,85,71,5.5
"Sunglasses &amp; bare legs #springpairs",2015-05-17,0,74,83,64,0,65,72,58,0,77,84,69,0,78,85,71,5.5
"Secret's out! We opened a men's shop in the basement of our 769 Madison Ave store http://t.co/qT9bzRdVke",2015-05-17,0,74,83,64,0,65,72,58,0,77,84,69,0,78,85,71,5.5
"Our version is a better fit for rooftop cocktail parties than hackey sack circles http://t.co/Lv7B2kDV63 http://t.co/vjcV9Ge83g",2015-05-16,0,66,75,57,0,62,70,55,0,75,82,67,0,81,89,73,5.5
"The J.Crew signature red lip made its catalog debut in 2005 #jcrewfacts",2015-05-16,0,66,75,57,0,62,70,55,0,75,82,67,0,81,89,73,5.5
"So you think you're a J.Crew aficionado? @TandCmag found 31 facts about us you might not know: http://t.co/Csa64r8hEg",2015-05-16,0,66,75,57,0,62,70,55,0,75,82,67,0,81,89,73,5.5
"Sunshine &amp; smiling at strangers #springpairs",2015-05-15,0,65,75,55,0,60,66,55,0,70,79,60,0,79,84,73,5.5
"Introducing the J.Crew x @OnitsukaTigerUS Colorado Eighty-Five: http://t.co/KqBkHvdVmL #JCrewXOnitsuka #jcrewkicks http://t.co/gYmtFspJWQ",2015-05-15,0,65,75,55,0,60,66,55,0,70,79,60,0,79,84,73,5.5
"It's getting warm out. Chances are you're going to want to wear one of these: http://t.co/YTysuB2t9v http://t.co/kMgty7DH1V",2015-05-15,0,65,75,55,0,60,66,55,0,70,79,60,0,79,84,73,5.5
"She'll go bananas for these shorts http://t.co/QwJOdwSsU2 http://t.co/XPtCQHs5Gh",2015-05-14,0,62,73,50,0,61,68,53,0,58,69,46,0,80,87,72,5.5
"The Slouchy Boardwalk Pant—add heels or flip-flops as appropriate http://t.co/nBr4xeFupx http://t.co/S5GcSViivU",2015-05-14,0,62,73,50,0,61,68,53,0,58,69,46,0,80,87,72,5.5
"Love at first sight. Or more precisely, love at first wear http://t.co/nvZDnqdq5O http://t.co/jSP2U9gwoW",2015-05-13,0,62,70,53,0,64,69,58,0,49,53,45,0,75,81,68,5.5
"Shorts in fits and fabrics that will convince you to give your pants the summer off http://t.co/PobTp3FwAd http://t.co/APpihMT5vV",2015-05-13,0,62,70,53,0,64,69,58,0,49,53,45,0,75,81,68,5.5
"""The cool in culotte...and the eeeeee! in jeans."" - @ManRepeller on the Rayner wide-leg jean http://t.co/UrG2qaJ0Id",2015-05-12,0,75,86,64,0,64,71,59,0,53,58,47,0,74,79,69,5.5
"We've got the swimsuits, the sandals, and all the splashy extras for their beach bags http://t.co/4yJUFPG12k http://t.co/0QbtUW8pnB",2015-05-12,0,75,86,64,0,64,71,59,0,53,58,47,0,74,79,69,5.5
"Designer @carlasersale shares her packing list for her trip to Italy. Yes, we're jealous too http://t.co/aZW7TIPzRr http://t.co/lv1Reb4N7p",2015-05-12,0,75,86,64,0,64,71,59,0,53,58,47,0,74,79,69,5.5
"Did you know: Worker bees produce just 1/12th a teaspoon of honey in their lifetimes #jcrewlovesbees",2015-05-11,0,77,84,70,0,67,76,57,0,61,71,50,0,75,80,69,5.5
"Meet the skirt you'll be living in this summer http://t.co/x8Hc4o6NsO http://t.co/ymN9Sg049j",2015-05-10,0,72,83,61,0,63,72,54,0,53,58,47,0,82,87,77,5.5
"Looking sharp doesn't always have to mean taking your suit so seriously http://t.co/nL62DuTNPj http://t.co/bzC4gJjFEg",2015-05-10,0,72,83,61,0,63,72,54,0,53,58,47,0,82,87,77,5.5
"Stop tweeting and call your mother #happymothersday",2015-05-10,0,72,83,61,0,63,72,54,0,53,58,47,0,82,87,77,5.5
"Short story: tons of colors, prints and patterns. The end http://t.co/gLKfdmb8ri http://t.co/uTUR2rgF5f",2015-05-09,0,64,70,57,0,62,69,55,0,58,67,49,0,82,87,76,5.5
"Saturdays &amp; farmers markets #springpairs",2015-05-09,0,64,70,57,0,62,69,55,0,58,67,49,0,82,87,76,5.5
"Calling all crafty kids…We're holding a special Mother's Day card making event in all our crewcuts stores today from 10am – 2pm!",2015-05-09,0,64,70,57,0,62,69,55,0,58,67,49,0,82,87,76,5.5
"Our kick-flip could use a lot of work, but our sneaks already look awesome http://t.co/FjcwxyNz2Q http://t.co/u9JWL2LKlT",2015-05-08,0,69,82,56,0,57,63,50,0,75,84,66,0,81,85,77,5.5
".@Birdwellbb for J.Crew: the best boardshorts are still made by hand in Santa Ana, CA #jcrewxbirdwell
https://t.co/rAGZw8Nn4V",2015-05-08,0,69,82,56,0,57,63,50,0,75,84,66,0,81,85,77,5.5
"It takes hours of fittings and testing to get our Italian Matte swim collection just right http://t.co/pQoU09B8HD http://t.co/4C4GshnDd8",2015-05-08,0,69,82,56,0,57,63,50,0,75,84,66,0,81,85,77,5.5
"Summer can't come soon enough, but New Arrivals are here right now http://t.co/lfpD5I5R4h http://t.co/snX3RXmITA",2015-05-08,0,69,82,56,0,57,63,50,0,75,84,66,0,81,85,77,5.5
"Did you know: Solitary bees fly to an average of 1,000 flowers a day #jcrewlovesbess",2015-05-07,0,68,80,56,0,60,65,54,0,72,87,57,0,80,85,74,5.5
"We're ready to wear these, like, yesterday http://t.co/vCNNCDIktN http://t.co/xQS05hZ7mA",2015-05-07,0,68,80,56,0,60,65,54,0,72,87,57,0,80,85,74,5.5
"Shoes inspired by the aurora borealis. We're starstruck http://t.co/cjo1jyxO1d http://t.co/Bj7h1TtIbf",2015-05-07,0,68,80,56,0,60,65,54,0,72,87,57,0,80,85,74,5.5
"Our stylist Gayle wants you to wear bright colors and show some skin this spring http://t.co/biQPACezIi #lookswelove http://t.co/bNnUgrcNfK",2015-05-06,0,66,73,59,0,63,67,58,0,67,82,51,0,78,83,73,5.5
"Dreaming of summer weather? Us too http://t.co/q6UtuZAtQP http://t.co/hhGwbxtYq5",2015-05-06,0,66,73,59,0,63,67,58,0,67,82,51,0,78,83,73,5.5
"Cropped jeans &amp; pointy toe flats #springpairs",2015-05-06,0,66,73,59,0,63,67,58,0,67,82,51,0,78,83,73,5.5
"Attention parents of young boys: these shorts will save you time in the morning http://t.co/WVoIyVRYZo http://t.co/4iOep3RGaO",2015-05-05,0,76,85,66,0,63,67,58,0,56,60,51,0,73,82,63,5.5
"It's #CincoDeMayo. Get to a restaurant that does free chip refills ASAP",2015-05-05,0,76,85,66,0,63,67,58,0,56,60,51,0,73,82,63,5.5
"Tell your other bags you need some space http://t.co/Mk0svJa3hG http://t.co/N8SnfRnIuR",2015-05-05,0,76,85,66,0,63,67,58,0,56,60,51,0,73,82,63,5.5
"We asked @alaAlison to take a few of our favorite pieces to one of her favorite places http://t.co/W9wJ3fkOtB http://t.co/cVKI9xGpWU",2015-05-04,0,71,85,57,0,63,69,56,0,66,74,57,0,73,84,61,5.5
"May the fourth be with you http://t.co/Gm7FfOgsSZ (cc: @starwars) #crewcuts #StarWarsDay http://t.co/vMcny7fPRy",2015-05-04,0,71,85,57,0,63,69,56,0,66,74,57,0,73,84,61,5.5
"A lighter way to wear the coolest color of the season http://t.co/efNHNEHrdW http://t.co/wo9lJPaCQP",2015-05-04,0,71,85,57,0,63,69,56,0,66,74,57,0,73,84,61,5.5
"Nobody will notice if the napkins don’t match. But they WILL notice the dress http://t.co/sUcXTPXQvg http://t.co/J4VPmaGyES",2015-05-03,0,66,80,51,0,66,74,58,0,71,82,60,0,70,83,57,5.5
"Florals and florals #springpairs",2015-05-03,0,66,80,51,0,66,74,58,0,71,82,60,0,70,83,57,5.5
"Let's help @buzz_dont_tweet and @xerces_society in their mission to save the bees http://t.co/YDbLkgCGCx #jcrewlovesbees #garmentsforgood",2015-05-02,0,61,74,48,0,70,80,59,0,66,79,53,0,70,83,57,5.5
"Your perfect suit awaits: http://t.co/QBiqX61oKG http://t.co/5IPnaVSpNv",2015-05-02,0,61,74,48,0,70,80,59,0,66,79,53,0,70,83,57,5.5
"Jane + Florence, denim lovers and the women behind @jeanstories, styled some of our friends: http://t.co/y68ygGrqAB http://t.co/rqrc8GU67k",2015-05-02,0,61,74,48,0,70,80,59,0,66,79,53,0,70,83,57,5.5
"Thanks for the walk down memory lane @refinery29 http://t.co/81PPVFJ3tP",2015-05-01,0,56,63,49,0,71,84,57,0,53,65,40,0,71,84,57,5.5
"Happy May Day! Let's hope the whole April showers/May flowers thing actually pays off",2015-05-01,0,56,63,49,0,71,84,57,0,53,65,40,0,71,84,57,5.5
"Jenna spills her Mother's Day gift ideas…. http://t.co/2egvllEK0Q",2015-05-01,0,56,63,49,0,71,84,57,0,53,65,40,0,71,84,57,5.5
"All the dresses we wish we’d had when we were younger http://t.co/JeWk732HEv http://t.co/THNzGOmUsj",2015-04-30,0,58,67,48,0,73,86,60,0,47,52,42,0,68,82,53,5.4
"Slip-ons &amp; no socks #springpairs",2015-04-30,0,58,67,48,0,73,86,60,0,47,52,42,0,68,82,53,5.4
"Skateboard legend Natas Kaupas of @birdwellbb worked with us on a collection of board shorts. Yeah, we're stoked: http://t.co/9xHKjiJMOl",2015-04-29,0,64,77,50,0,75,89,60,0,53,64,42,0,65,78,52,5.4
"LA chef Kris of @NtMRKT showed us how to make ""som tum"" (translation: delicious papaya salad) http://t.co/GKip5wjBt7 http://t.co/ss4us7p9w7",2015-04-29,0,64,77,50,0,75,89,60,0,53,64,42,0,65,78,52,5.4
"Leaves change color in fall. Chinos change color in summer http://t.co/jA2aO8K0Hj http://t.co/43TAXilOhl",2015-04-29,0,64,77,50,0,75,89,60,0,53,64,42,0,65,78,52,5.4
"All dressed up with everywhere to go http://t.co/23StUPIQq3 http://t.co/zokhaZXCj4",2015-04-28,0,60,71,48,0,77,92,61,0,49,60,38,0,64,71,56,5.4
"Iced coffee &amp; better attitudes #springpairs",2015-04-28,0,60,71,48,0,77,92,61,0,49,60,38,0,64,71,56,5.4
"Our hearts go out to everyone affected by the earthquake in #Nepal. Support the relief effort: http://t.co/I2k7YveI74 http://t.co/1QLNHY3Ef7",2015-04-28,0,60,71,48,0,77,92,61,0,49,60,38,0,64,71,56,5.4
"Start with the jewelry. It’s kind of like having dessert first http://t.co/rMQGqlpmvG http://t.co/W4VGJBDKDD",2015-04-28,0,60,71,48,0,77,92,61,0,49,60,38,0,64,71,56,5.4
"Did you know: Honeybees visit 2 million flowers to create one pound of honey #jcrewlovesbees http://t.co/E5AxLRT9Us",2015-04-27,0,54,61,48,0,70,82,57,0,50,56,43,0,72,78,66,5.4
"Dress for the high point of your day. http://t.co/cfemyNRMac http://t.co/VqCfCW0vlD",2015-04-27,0,54,61,48,0,70,82,57,0,50,56,43,0,72,78,66,5.4
"Take a closer look: lots of new arrivals to see! http://t.co/t0VLCqQab2 http://t.co/6QaGKnPRbN",2015-04-26,0,55,64,46,0,66,77,54,0,48,57,39,0,76,85,67,5.4
"These tees benefit bees, the world's most important plant pollinators (who are disappearing) http://t.co/Z3nKXrcdxT  #jcrewlovesbees",2015-04-26,0,55,64,46,0,66,77,54,0,48,57,39,0,76,85,67,5.4
"Face it. You can’t even see your refrigerator under all those wedding invites. http://t.co/Z1TLSNw0bO http://t.co/rwTviGdvnd",2015-04-26,0,55,64,46,0,66,77,54,0,48,57,39,0,76,85,67,5.4
"Tulips &amp; too much chocolate #springpairs",2015-04-25,0,50,62,38,0,61,66,56,0,45,49,40,0,78,88,67,5.4
"Spring cleaning 101: organizing your books by color http://t.co/uxVvdpIPvj",2015-04-25,0,50,62,38,0,61,66,56,0,45,49,40,0,78,88,67,5.4
"The reviews are in…You really love the Martie pant (we do too).  http://t.co/g1Vej6RROt http://t.co/y3ZIWas12G",2015-04-25,0,50,62,38,0,61,66,56,0,45,49,40,0,78,88,67,5.4
"Our buyer, Tracy, and designer, Molly, show @jeanstories how they wear their favorite jeans: http://t.co/NZyomEJTqD http://t.co/o9qr0t1zbw",2015-04-24,0,44,50,37,0,62,67,57,0,48,60,35,0,78,85,71,5.4
"Get a honeycomb ice-cream at the @Coolhaus truck (parked at our 5th Ave store!) today and $1 will go to help save the bees #jcrewlovesbees",2015-04-24,0,44,50,37,0,62,67,57,0,48,60,35,0,78,85,71,5.4
"Heartfelt thank you to all the local fire depts for their response to fire at our East Hampton store. Relieved &amp; grateful no one was hurt.",2015-04-24,0,44,50,37,0,62,67,57,0,48,60,35,0,78,85,71,5.4
"The @Coolhaus truck is at our 5th Ave store from 1:30pm-5pm today! Pro tip: a J.Crew receipt will get you a free ice-cream sandwich.",2015-04-24,0,44,50,37,0,62,67,57,0,48,60,35,0,78,85,71,5.4
"It’s officially warm! Which means it’s officially time to get excited about these new arrivals http://t.co/kAedz80mFW http://t.co/LIf9gpf5Uy",2015-04-24,0,44,50,37,0,62,67,57,0,48,60,35,0,78,85,71,5.4
"Coveting: Colorful @BlumaProject jewelry, handmade by female artisans from over the world http://t.co/S7mDcyBui8 http://t.co/S6pgJW6yAQ",2015-04-23,0,44,51,39,0,62,69,55,0,45,56,34,0,79,88,69,5.4
"New Arrivals mean our homepage just got a whole lot more handsome http://t.co/xdGwpgZhMh http://t.co/wS2GaBdUkS",2015-04-23,0,44,51,39,0,62,69,55,0,45,56,34,0,79,88,69,5.4
"The signature Birdwell beach ""britches"" label is sewn onto the back of each pair of board shorts #jcrewxbirdwell http://t.co/yfOyan3AQy",2015-04-23,0,44,51,39,0,62,69,55,0,45,56,34,0,79,88,69,5.4
"Bees need our help! Find out what we're doing to help build buzz and give back: http://t.co/oDRBDDur3A #jcrewlovesbees #garmentsforgood",2015-04-22,0,58,70,46,0,63,69,57,0,43,49,37,0,76,84,67,5.4
"Well, if we have to be ladylike… http://t.co/bFescaOx5e http://t.co/mWxy6xHwlz",2015-04-22,0,58,70,46,0,63,69,57,0,43,49,37,0,76,84,67,5.4
"It's #EarthDay, so go eat lunch outside! Then find out how you can make a difference, here: http://t.co/5GBmcL1l6J",2015-04-22,0,58,70,46,0,63,69,57,0,43,49,37,0,76,84,67,5.4
"Introducing our colorful home collection from @indego_africa, handwoven with love by female artisans in Rwanda: http://t.co/1snWAlgVnZ",2015-04-21,0,59,65,52,0,63,67,58,0,50,58,41,0,68,79,56,5.4
"If it were up to us, New Arrivals Day would be a national holiday http://t.co/9k0kpLMOtv http://t.co/GgRBJipjel",2015-04-21,0,59,65,52,0,63,67,58,0,50,58,41,0,68,79,56,5.4
"There's something about navy http://t.co/kbeF11pnx0 #jcrewclassics #youllthankuslater http://t.co/bZ9fGX6Jbl",2015-04-15,0,62,72,51,0,69,80,57,0,56,67,44,0,71,81,60,5.4
"Start her denim obsession early http://t.co/NPIMIw7Ola http://t.co/nGpnzg63An",2015-04-15,0,62,72,51,0,69,80,57,0,56,67,44,0,71,81,60,5.4
