"lofttext","date"
"In the NYC area? Come meet @holstandlee designer Natalie Holst at LOFT Flatiron to kickoff our campaign w/ @BCRFcure. http://t.co/yc7LlCoQj4",2014-09-17
"The Moto Skinny Pant. Pair with laid-back layers. Shop the look: http://t.co/ylXAKD5Vi9 http://t.co/5sxrQI0beq",2014-09-17
"The Fluid Ankle Pant. Wear them with the coolest moto around. Shop the look: http://t.co/N72xxmbxYO http://t.co/zGo2roxllv",2014-09-17
"It's here: The Monthly Edit. Shop fall outfit ideas galore! http://t.co/J0ni1BYoo2 http://t.co/m8HWX5saFH",2014-09-17
"We‚Äôre falling for this sweatshirt ‚ù§Ô∏è #loveloft @ http://t.co/s8ayKv1S0W http://t.co/WYwj5ayr6c",2014-09-17
"Decisions, decisions. #loveloft @ http://t.co/zM3wrrImcl http://t.co/4OmXTH0gje",2014-09-16
"The Pencil Skirt: Our favorite go-to for instant sophistication. Shop The Pencil Skirt: http://t.co/vFxlVJUUYL http://t.co/803RfKqBMd",2014-09-16
"In the NYC area? Come meet @holstandlee designer Natalie at our Flatiron store to kickoff our campaign w/ @BCRFcure. http://t.co/ISWfE0xd3I",2014-09-15
"No detail is ever too small. Shop LOFT Petites: http://t.co/FjnTA9Hc7A",2014-09-15
"The perfect jacket to beat those Monday blues. 
#loveloft @ http://t.co/s8ayKv1S0W http://t.co/e935xelIMB",2014-09-15
"Crisp and cool like autumn air. Shop New Arrivals: http://t.co/94yc4bGEMo http://t.co/X26k0hwui9",2014-09-15
"Easy Sunday layers. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/vyA6JZVcGF",2014-09-14
"Only a few hours left to snag 40% off your wardrobe for fall! Don't miss this sale: http://t.co/REXdUcSQD0",2014-09-13
"Go to great lengths and try a knee-grazing midi skirt. 40% off through today! Shop the look: http://t.co/KHPsNUDBvs http://t.co/QRzixJa8SV",2014-09-13
"Saturday. You know where to find us. 
#lifeisinthedetails http://t.co/maYvatnGwx",2014-09-13
"Style hint:Dress up plaid with a tweed lady jacket and skinny jeans. Last day to shop 40% off! http://t.co/5dm6gIBTKw http://t.co/OFvKrLPM4o",2014-09-13
"Last day to shop the style event! 40% off everything. Don't miss out: http://t.co/bMfGIEsnZj",2014-09-13
"Channel your inner rebel without a cause. Even better? 40% off through today. Shop now: http://t.co/2xaVl4ah4F http://t.co/SAA6BDtwmf",2014-09-13
"With fall looming, it‚Äôs time for something cozy. Give this outfit a try. Shop Cardigans: http://t.co/LMMuc449An http://t.co/3UgwA7jIa2",2014-09-13
"Welcome back the return of the mod mini. We are loving it with dots and a denim jacket. http://t.co/uQeRsCXp4L http://t.co/YLjhKg4Rwk",2014-09-12
"Wear white after Labor Day and after Halloween. In fact, never stop wearing it. http://t.co/x5jdInxZW2 http://t.co/losW4MFqfX",2014-09-12
"Hilarious must read: 5 Things to Never Say to Someone Who Shops At LOFT http://t.co/VrVvbc62OY via @bustle @juliemacncheese",2014-09-08
"Monday morning, weekend attitude. #loveloft @ http://t.co/zM3wrrImcl http://t.co/dMCN3bCc7L",2014-09-08
"We're playing matchmaker and teaming the perfect shoes with our favorite jeans. Shop Shoes: http://t.co/uFkKWK1Gz2 http://t.co/Vnv5XIybhK",2014-09-08
"A few of our favorite extras. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/zrgU3bBa7r",2014-09-07
"We love weekend mornings. #lifeisinthedetails @ http://t.co/s8ayKv1S0W http://t.co/bhY6UBbPO6",2014-09-06
"Everything's coming up rosy and we aren't mad about it. Shop Sweaters: http://t.co/PmT4vry2Lq http://t.co/AvbDC8Sb3M",2014-09-06
"Day to Friday night perfection: black mini and ankle boots. #loveloft @ Soho - New York City http://t.co/CtmgJ9cDhc",2014-09-05
"Layered business casual. Friday ready. Shop Now: http://t.co/vNC0U9IyaQ http://t.co/M69i9arv90",2014-09-05
"Breaking those post Labor Day fashion rules. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/PG6tfRzfZY",2014-09-04
"Online Only! Extra 60% off all sale styles. Shop Now: http://t.co/0dPiX8EVzd",2014-09-04
"Toss it on over fall sweaters or pretty dresses. It always looks cool. Shop The Coated Moto: http://t.co/LhoCYXL7Lz http://t.co/a63B5gxmGC",2014-09-04
"Flash Sale: 60% Off All Sale Styles Online! Shop Now: http://t.co/vizUmmHvPR",2014-09-04
"Tag your photos to show us how you love LOFT. #loveloft @ http://t.co/s8ayKv1S0W http://t.co/adEx57xMzg",2014-09-03
"Fall favorite tops and more up to 50% off! Take a peek. You'll be pleasently surprised: http://t.co/yAK5xvyNlm",2014-09-03
"Those ankle boots that you've been asking about? They're here. Shop LOFT Boots: http://t.co/z3n7pPKvIP http://t.co/EqRVlz5iYR",2014-09-03
"Loft life, featuring our coated skinny moto jeans and D‚Äôorsay flats. @ http://t.co/s8ayKv1S0W http://t.co/BSxhSD21lp",2014-09-02
"Stripes + Knits = So Cozy. Shop Now: http://t.co/KUbJ4ymwvD http://t.co/Y6hhy3KzFY",2014-09-02
"A soft cardigan gets an A. Shop now: http://t.co/scUkuusTi6 http://t.co/iGhH5kNiCh",2014-09-01
"A warm welcome to ankle boot season.
Look for this style tomorrow on http://t.co/s8ayKv1S0W, link in profile. http://t.co/aMQ68rVFsN",2014-09-01
"Double up on denim and beat the back to school blues. Shop now: http://t.co/ufPZhieN0a http://t.co/6l97zRKm6S",2014-09-01
"Dress up your sweatshirt with a sleek pencil skirt and cool booties. Shop now: http://t.co/1p2xtw1xDX http://t.co/wQpEoj2HB2",2014-09-01
"Plaid and chambray. Classic love story. Shop now: http://t.co/LrHEjYalUL http://t.co/dTGGLHt3rS",2014-09-01
"Goodbye August! This dress will take you straight into fall.
Photo by @aialahernando #loveloftjeans @‚Ä¶ http://t.co/mAA44RWNvp",2014-09-01
"Naptime for everyone. (We always say our jeans are so soft, you might just sleep in them.)
Photo by‚Ä¶ http://t.co/kukP6A2DFC",2014-08-30
"The new sweatshirt. Proof that opposites attract. #LoveLoft
 http://t.co/MkgeVFuz01 http://t.co/XoF3Tj1R9d",2014-08-30
"Weekend packing list.
Photo by @amberlfillerup #loveloftjeans @ http://t.co/Pgz399NlK8 http://t.co/ZnGnrFryqg",2014-08-29
"Good for summer. Even better for fall (just add tights). #LoveLoft
 http://t.co/Q8X9eaXOPf http://t.co/5gRi86S2xQ",2014-08-29
"How to take your favorite summer top into fall? Just add a cute jacket. #LoveLoft
 http://t.co/dXLI41KJOL http://t.co/Ank7otyFJF",2014-08-28
"Chambray‚Äîit‚Äôs denim‚Äôs best friend. #loveloftjeans @ http://t.co/Pgz399NlK8 http://t.co/Yv94QgI2Xa",2014-08-28
"Sweatshirts love jean skirts.
Have braid envy? Us too. Check out Amber‚Äôs blog to get a tutorial on how‚Ä¶ http://t.co/rbZuk9RyMa",2014-08-27
"The hustle and bustle outside of our LOFT flagship store in Times Square. #hyperlapse @ LOFT http://t.co/UD4smGMiQQ",2014-08-27
"We love how our new D'Orsay flat elevates an outfit. Shop Flats: http://t.co/uJZ79jlCfV http://t.co/w6D1g06v3B",2014-08-27
"Ì†ΩÌ±ñ#fwis
Photo by @amberlfillerup #loveloftjeans @ http://t.co/38HVQS5Por http://t.co/YDvJpbbqxv",2014-08-26
"We love how buttoned up @TheRealOliviaP looks in our Tiny Floral Piped dress. Shop the look: http://t.co/RBXraNqo8i http://t.co/ZlzrxEffg6",2014-08-26
"Love LOFT jeans? We‚Äôre giving away one pair of jeans to a lucky email subscriber every day this month. Enter here: http://t.co/xwJZHWvnol",2014-08-15
"Friend Rule: Be willing to lend out what you buy. Take 40% off in the Friends &amp; Family Sale: http://t.co/gbToPa5Jsh http://t.co/G2X1lO778x",2014-08-15
"These muted hues have you covered this weekend. Shop New Arrivals: http://t.co/qf4ym7XiA5 http://t.co/gHkY8pjjYO",2014-08-15
"This way to the weekend.
Photo by @aialahernando
#loveloftjeans #denim @ http://t.co/IIo5Tx5Oql http://t.co/H1qgOXyEuf",2014-08-15
"Sharing is Caring: Take 40% off everything in the Friends &amp; Family Sale Now: http://t.co/BxYh8FE00Y http://t.co/bgrM6BV9H6",2014-08-15
"It‚Äôs time for our Friends &amp; Family sale ‚Äî take 40% in store &amp; online. Shop Now: http://t.co/4l9UHswgrB http://t.co/cPmmSvinQW",2014-08-14
"Blues cruise.
Photo by @aialahernando
#loveloftjeans #denim @ http://t.co/IIo5Tx5Oql http://t.co/STfdfyOs8H",2014-08-14
"We‚Äôre dedicating all 31 days to all things denim. Enter to win a free pair of jeans: http://t.co/8Q0YR5LG6F http://t.co/gRVzSrw3jE",2014-08-14
"Tackling that summer reading list.
Photo by @aialahernando
#loveloftjeans #denim @ http://t.co/38HVQROMmr http://t.co/JH6mALKcPa",2014-08-13
"This is one pretty tough moto. Shop the Look: http://t.co/qyDhXTa1F3 http://t.co/AdVd8iCwxX",2014-08-13
"Summer-into-fall outfit inspiration. Hint: When the leaves start to turn, layer on a cardigan http://t.co/qZ7DJzMqv1 http://t.co/z7x4jNSdJO",2014-08-13
"The one piece wonder. Seriously, tights will be your best friend come October. Shop the look: http://t.co/QYS4gxnkb3 http://t.co/gbcGlksDpt",2014-08-13
"Have you entered our daily LOFT jean giveaway yet? ? http://t.co/XfaNXDuMhu #loveloftjeans http://t.co/VYE0bHIZIN",2014-08-13
"Style Tip: Roll sleeves and pant legs while it‚Äôs still warm. http://t.co/EQgCJEj7O0 http://t.co/qT3ZEXjqqM",2014-08-13
"Blue wall, blue jeans.
Photo by @aialahernando
#loveloftjeans #denim @ http://t.co/38HVQROMmr http://t.co/p9C9ljope2",2014-08-13
"Summer-into-fall outfit inspiration: A swiss dot top. Shop the look: http://t.co/J9nYDlg8KB http://t.co/MKvpOsFD3z",2014-08-13
"Ì†ΩÌ≥∑Ì†ΩÌ±ã
Photo by @aialahernando
#loveloftjeans #denim @ http://t.co/38HVQROMmr http://t.co/V656bJBjuK",2014-08-12
"Ankle jeans in a darker wash: Seasonless modern pumps dress up denim. http://t.co/q1bjcvaFec",2014-08-12
"Summer-into-fall outfit inspiration: The plaid shirt dress. Shop the look: http://t.co/DJSukm4SK5 http://t.co/nO8OwRH2IS",2014-08-12
"The sleeveless blouse: When the leaves start to turn, layer on a cardigan. Shop the look: http://t.co/f82PFYcGc0 http://t.co/Uo2VyWNWtt",2014-08-12
"Feeling blue? We‚Äôre giving away one free pair of jeans to a lucky email subscriber. Enter here:http://t.co/QPxy3ETjcj http://t.co/OMQPy8GI04",2014-08-12
"Hint: Late summer nights are notoriously chilly‚Äîget your fall jacket sooner rather than later http://t.co/DSkd0lS89I http://t.co/7fEC3EJt0s",2014-08-12
"Summer-into-fall outfit inspiration: The jean mini. Shop the look: http://t.co/mgoCt3cN14 http://t.co/BS5nEvPHbK",2014-08-12
"It's here: your August Monthly Edit. Check it out here: http://t.co/jqFRkItkkj",2014-08-12
"Our denim goes where you go. Video by @aialahernando. #loveloftjeans #denim @ http://t.co/38HVQROMmr http://t.co/HaiyoK5jO3",2014-08-11
"Floral Pieces: Our Top Picks: http://t.co/Tf64lz3oDb http://t.co/ulrltaW3FZ",2014-08-11
"Pretty floral pieces. Shop a bunch here: http://t.co/P6wGKJURIt http://t.co/n2fT7ed2HW",2014-08-11
"Paradise found. #LoveLoft http://t.co/qoS3nbLDRQ http://t.co/wPKqbZ8XsA",2014-07-18
"Nothing beats cotton in the summertime. http://t.co/CujgTM3kgX http://t.co/E5vdyhEOb1",2014-07-18
"Sale Pick of the Day: A luxe linen tee in the prettiest shade of pink. Shop Now: http://t.co/eHnjZ1hr2D http://t.co/eF0bm48x1c",2014-07-17
"Play it cool. http://t.co/FgbfAgqjHn http://t.co/NDVVW7ECP7",2014-07-17
"Summer Jeans, Make Us Feel Fine. http://t.co/ljsLdwYdRt http://t.co/t11tyBqbsA",2014-07-17
"Yes, you can wear jeans in the summer (especially if they‚Äôre white). http://t.co/xtJlhlJp3k http://t.co/62VTfR2xEB",2014-07-16
"Sale Pick of the Day: A go-to style in a covetable color. Shop Now: http://t.co/8jEAWHoWBf http://t.co/r2inTLCJoi",2014-07-16
"Give yourself some breathing room. This top is a good starting point. #LoveLoft
 http://t.co/mlUNOBCvmQ http://t.co/TkygyrJSXw",2014-07-16
"HR Approved: A sleeveless shirt + open-toe sandals. http://t.co/uP4ReirOLl http://t.co/UDokWPQDVm",2014-07-16
"Sale Pick of the Day: Walkable sandals that are anything but #normcore.  Shop Now: http://t.co/Ic61fusLJ7 http://t.co/T8SQ7LIG9t",2014-07-15
"Beat the AC: Toss on a light jacket. http://t.co/OABvRAMMyX http://t.co/YrX6Ow6TWy",2014-07-15
"Layer our Stripe Textured Scoop Neck Sweater and Cotton Tank for a modern take on sailor stripes.‚Ä¶ http://t.co/jRDxceM9Pq",2014-06-23
"Headed to the beach? Take these dresses and your favorite suit with you. http://t.co/3FwwKiAl0C http://t.co/c3HtBRR29g",2014-06-23
"How do you treat yourself on Sunday? #lifeisinthedetails http://t.co/UUDkD4o0GS",2014-06-22
"""Who Run the World: The Next Generation of Girl Leaders Speaks Out"" via @TeenVogue http://t.co/c1YgPKwaoJ #ANNPower  @VitalVoices",2014-06-20
"We‚Äôre hooked on nautical details and seafaring stripes. http://t.co/HrA0pjAoPd http://t.co/leNC0hCY4C",2014-06-20
"Charleston, visit our new store on King Street and don't forget to send us photos of your favorite‚Ä¶ http://t.co/b9dg9fgFyp",2014-06-19
"The best ships are friendships. 40% off everything. http://t.co/YYKCPrdchz

Love,
Your friends at LOFT. http://t.co/xkDV2PRN3G",2014-06-19
"The best ships are friendships. 40% off everything. http://t.co/YYKCPrdchz

Love,
Your friends at LOFT. http://t.co/xkDV2PRN3G",2014-06-19
"Come sale away. Shop 40% off everything at LOFT with code ONBOARD through Sunday. http://t.co/TK5cl7ekgn http://t.co/iLh1U440Py",2014-06-19
"Such a good combo too RT @jessicaeyoung Another LOFT combo today - can you sense a pattern?? :) @loft #loveloft‚Ä¶ http://t.co/icVBFRvHRa",2014-06-18
"At the #ANNpower #Leadership Forum today meeting with members of the @WhiteHouse Council on Women &amp; Girls http://t.co/Vf1lrNqMDD",2014-06-18
"Style tip: Front-knot your fave summer tee for just a touch of edge. http://t.co/msf0TU81KK http://t.co/izHYU9C009",2014-06-18
"You inspire us! RT @ClaireCopher #ANNpower Today was kind of incredible! @AnnTaylor @VitalVoices @LOFT http://t.co/3XOhX9zJJV",2014-06-18
"This outfit‚Äôs almost too easy: A sleeveless tee and pull-on skirt combo. http://t.co/QUoRvKd4q8 http://t.co/Cx6NLx3z0f",2014-06-18
"The Striped Canvas Tote. It‚Äôs kinda perfect. @ http://t.co/s8ayKuKOYW http://t.co/XOp6RpbNfs",2014-06-18
"Tip: Buy it 2 sizes up for a super-slouchy fit (roll sleeves to complete the look). Shop tees: http://t.co/GJ6ygINS76 http://t.co/U7O9pSVopH",2014-06-17
"Meet our 2014 #ANNpower Fellows - the next generation of women leaders at the @VitalVoices #Leadership Forum! http://t.co/jBIS9Oa3kS",2014-06-17
"Tip: Go v-neck to perfectly frame your favorite necklace. Shop tees and tanks: http://t.co/iyA9o6pveU http://t.co/ZFdQGCaYqJ",2014-06-17
"7 Useful Tricks for a T-Shirt: http://t.co/YUxaltKasp http://t.co/d6XRvwXqxX",2014-06-17
"We love summer sandals and green grass. #LoveLoft @ http://t.co/QvvB5OZGzH http://t.co/8An6tBEzBV",2014-06-17
"Such a good top! RT @meghandono today's outfit is a new eyelet bustier top from @LOFT http://t.co/wgNhzYU3Eo",2014-06-16
"We‚Äôre all aboard for nautical details on dry land. http://t.co/lxnGPIZPIT http://t.co/NaFaC94tOO",2014-06-16
"Keep cool. Wear shades. #LoveLoft @ http://t.co/QvvB5OZGzH http://t.co/C8rvGhrVDl",2014-06-16
"Anchor your style with seafaring stripes. http://t.co/wphPxa68UI http://t.co/g619nvZOZH",2014-06-16
"Simple pleasures. #lifeisinthedetails @yeswayrose http://t.co/HAFd3w96hH",2014-06-14
"A jacket built for summer breezes. http://t.co/Xz5l0vdfCO http://t.co/t8JxDGzvwp",2014-06-13
"Us too RT @hayleylew Kinda obsessed with this top from @loft #ootd #whatiwore #whatimwearing #lookbook #instastyle‚Ä¶ http://t.co/7pbK9xtCe8",2014-06-13
"Selfie Tip: Highlight a good side. http://t.co/ZHuzOtTe7b http://t.co/nyrw3UoJeI",2014-06-12
"Selfie Tip: Take it full-length.  http://t.co/DohnsU7KqL http://t.co/776aQjwK1w",2014-06-12
"Selfie Tip: Zoom in on one bold print. http://t.co/Wpch9NbcWD http://t.co/g0S0dVriet",2014-06-12
"We want to see your selfies! Tag a 'gram with #LoveLoft #LoftSelfieSweeps for a chance to win a new outfit. Rules: http://t.co/JsKJNkTEP0",2014-06-11
"Need some help in the selfie department? Our tips: http://t.co/2JfrS0wUNc http://t.co/cFCDgY8XUs",2014-06-11
"In this month‚Äôs edit we share our 10 most instagramable summer looks: http://t.co/z7OM6lVxtF http://t.co/75ostWjIAQ",2014-06-11
"Definitely going to start using the term LBR RT @bedknobsbaubles Wearing a @LOFT romper on the blog today: http://t.co/Llto2Hgasd",2014-06-11
"Zoom in on one bold print.

Snap a selfie in your favorite look and tag it with #LoveLoft‚Ä¶ http://t.co/q5uJByTurw",2014-06-11
"Come sail away in sunny chambray. http://t.co/s314HdKvzx http://t.co/bZP8R7aBu0",2014-06-10
"Choose a color that‚Äôll stand out in the feed.

Snap a selfie in your favorite look and tag it with‚Ä¶ http://t.co/dsu2PGQTO5",2014-06-10
"Already looking forward to your next Backyard BBQ? Now you know what to wear: http://t.co/pZ4ztIj2F4 http://t.co/pqivK02238",2014-06-09
"Share your talent for accessorizing.

Snap a selfie in your favorite look and tag it with #LoveLoft‚Ä¶ http://t.co/dAy2dBKR82",2014-06-09
"Scoop up the perfect dress to wear to Father‚Äôs Day dinner: http://t.co/zGhPQXfWin http://t.co/VG99X8J2Yw",2014-06-09
"Dress up this summer with the right styles for any of this season‚Äôs occasions. http://t.co/oM2TTqpCjh http://t.co/rphd4Y8YYf",2014-06-09
"Some things you never take for granted. #lifeisinthedetails http://t.co/qErUZ4xPhY",2014-06-07
"This weekend? A great time to see the sea. Wearing this nautical-inspired anorak, of course. http://t.co/inHV1TftG7 http://t.co/uIweNSNlbP",2014-06-06
"Wear prints without a filter.

Snap a selfie in your favorite look and tag it with #LoveLoft‚Ä¶ http://t.co/EZ8OrQxBLP",2014-06-06
"Summer was made for hanging out in one of our perfectly Softened Shirts. http://t.co/zba6etm3oz http://t.co/a1gMnAp35F",2014-06-05
"We dare you not to double up on our pretty Wallflower print. http://t.co/bbHgwh7wug http://t.co/jy5xhsz5is",2014-06-05
"Now in bloom: a closet full of new arrivals. First up, the Wallpaper Floral Maxi Dress. http://t.co/bPsrvzzyZj http://t.co/0fuz7sEnws",2014-06-05
"How do you wear LOFT? Tag your Instagram photos with #LOVELOFT to be featured, right here: http://t.co/yS2P0tS6bT http://t.co/gEShYjoPo3",2014-06-05
"Style tip: Two tanks are better than one ‚Äî especially when you play with colors. http://t.co/Ik6ZqIJkhG http://t.co/yTRUCCgV3R",2014-06-04
"It‚Äôs tee time. http://t.co/AxWhHCdxQO http://t.co/6WntWi4mfY",2014-06-04
"Thank you! We really do love our customers. RT @H4WAnne This is smart! @LOFT Work for loyalty! http://t.co/aKDrZ7DPqv",2014-06-03
"Each scarf is created by a centuries-old technique that‚Äôs passed down through generations. http://t.co/Hx4WIc2m8U http://t.co/QCReNp4hKT",2014-06-03
"These scarves are handcrafted by female artisans in the Indian village Pochampally. http://t.co/srSR1DIpsQ http://t.co/xwep3LSgyj",2014-06-03
"More than just a pretty scarf. Shop our Ikat artisan-made scarves: http://t.co/Baq7x7RpLj http://t.co/oMpK0oQsWP",2014-06-03
"Your first glimpse at what's new for June. #LoveLoft http://t.co/0b8EKMBFvn",2014-06-02
"Our bustiers are made to flatter. http://t.co/6y17AmpCOd http://t.co/tIfkpggpkD",2014-06-02
"The bustier: from undergarment to front and center.  http://t.co/onIxJ2KORF http://t.co/aHXGTXwcoC",2014-06-02
"Do tell: what's your current favorite song? #lifeisinthedetails http://t.co/8C6LEfseGr",2014-06-01
"Relaxed chambray. It‚Äôs made for Saturdays.     
http://t.co/ZSWfXMgoe7 http://t.co/KGJ25pHmsJ",2014-05-31
"Short Stories: Tailored meets slouchy. #LoveLoft @ http://t.co/QvvB5OZGzH http://t.co/eSa6hX3AGl",2014-05-31
"Lace isn‚Äôt just for dressing up. http://t.co/ET16qJRsLH http://t.co/sKSOFOWKRK",2014-05-30
"Short Stories: Show us how you wear LOFT by tagging #loveloft @ http://t.co/QvvB5OZGzH http://t.co/1jm5pM05kp",2014-05-30
"Short Stories: Take your shorts to work. #loveloft @ http://t.co/s8ayKuKOYW http://t.co/Z8JYtipfad",2014-05-29
"Bejeweled. Shop: http://t.co/PUEkdo2V4e http://t.co/7ZVSvbBEWu",2014-05-29
"Ikat &amp; strappy. Shop Now: http://t.co/9TkbxD2WA5 http://t.co/BsdgSy6lRU",2014-05-29
"Wild thing. Shop Now: http://t.co/75xa9o6Mnl http://t.co/yZpEOZII7f",2014-05-29
"Love RT @littletoomch Seriously in love with this yellow @loft blazer! Today on the blog http://t.co/KJB97sdQLM http://t.co/jFVN4lMBuu",2014-05-29
"Here's to trying new things RT @GoStyleyezed Never thought I'd wear paisley until these shorts! Thanks @LOFT http://t.co/im148XlGKu",2014-05-29
"Short Stories: Wear tan, no SPF needed. #loveloft @ http://t.co/QvvB5OZGzH http://t.co/rFAUQTk6ER",2014-05-28
"What‚Äôs new now: styles to wear right now ‚Äì and straight through the season.  http://t.co/IjQ1FqtZBg",2014-05-28
"Such a good look! RT @artinthefind 3 Ways to Wear a Pencil Skirt on http://t.co/bv7EevJFu0 @LOFT #lifeisinthedetails http://t.co/Hjqq6fjLhm",2014-05-28
"Short Stories: Our take on seersucker is anything but boyish. #loveloft @ http://t.co/QvvB5OZGzH http://t.co/JHzjHxDU5v",2014-05-27
"So long, long. Try a shorter pant length for the work day. http://t.co/mX66cH2npc http://t.co/5c7ln0JjR2",2014-05-27
"They‚Äôre hired: Paisley Ankle Pants. #lifeisinthedetails http://t.co/zwMaUJ8Wq1 http://t.co/1dEhV1C9l6",2014-05-27
"What‚Äôs your favorite sweet treat? Ours: pastels. #lifeisinthedetails http://t.co/KfgDxHk5rT http://t.co/dxAelcovCo",2014-05-20
"The Loft Cares FEEL-GOOD Card. Buying this card does good things
90% of the purchase price will be donated to @StJude http://t.co/kPQhDDsPjZ",2014-05-19
"Let your chambray shirt do double duty as a cover-up. More summer style tips: http://t.co/q2C9ighYFs http://t.co/rfPxBsIlVF",2014-05-18
"Last day to celebrate summer at LOFT by taking 40% off everything. Get shopping: http://t.co/U0l78XWYGA http://t.co/WWQfMUjzEC",2014-05-18
"Bold shorts = your solution to summer heat. More summer looks from LOFT: http://t.co/ihbXFj6GZ0 http://t.co/EeTzKURAbg",2014-05-17
"Our First Look Event is in full swing (40% off everything). Get in on the action: http://t.co/ndaM2t5wTP http://t.co/ZaYwnDED01",2014-05-17
"Light hues that are anything but basic. Check out more of our summer styles:  http://t.co/cc3eGrK72y http://t.co/RPZSlKbCm5",2014-05-16
"Summer has arrived at LOFT. We‚Äôre celebrating with 40% off everything in-store and online. http://t.co/BRfdh689mh http://t.co/O2Zq9qrzSd",2014-05-16
"Our white jeans? Made for dressing up, and hanging out. http://t.co/shYawTCfRT http://t.co/qDcPmvqLOI",2014-05-16
"Preview our favorite summer looks in preparation for this weekend‚Äôs First Look Event. http://t.co/Lact1ivuPH http://t.co/rq8WTZ1JWp",2014-05-15
"Hello, sunshine. Rising temperatures equal rising hems and color-pop essentials that keep things cool. http://t.co/ncOzkMIEKu",2014-05-15
"Thanks to the women of @Amazon Publishing for sharing their takes on the #NewDressCode! See them all on Facebook:¬†http://t.co/6WdUGGyH16",2014-05-14
"Rose gold accessories + warm earthy stripes on Katie Salisbury, Editor at amazon Publishing.‚Ä¶ http://t.co/GOO8UyV1LC",2014-05-14
"Expect to get spotted in this dress. http://t.co/rNSr7KKMtp #Lifeisinthedetails http://t.co/bd1Sz3gE1Y",2014-05-14
"Editor Katie Salisbury of amazon Publishing looking stylish in stripes. #NewDressCode #LoveLof http://t.co/PmjpckL1XM",2014-05-14
"Editor Katie Salisbury shows her stripes. #NewDressCode @Amazon Publishing¬†http://t.co/JRWizAKLmI¬†@Amazon Publishing http://t.co/mIp3HUWBYr",2014-05-14
"""This shirt is so feminine and cheerful"" @Amazon Publishing's Alexandra Woodward http://t.co/WvBbckPyNI #NewDressCode http://t.co/76O5LrhECi",2014-05-14
"3 days until our First Look Event (40% off everything). If you haven't, sign up for emails for a pre-event treat: http://t.co/AuWDzJRHQY",2014-05-13
"Pretty pastels, all in a row. http://t.co/shYawTCfRT http://t.co/jCpy8M2E0j",2014-05-13
"You look beautiful! #LoveLoft RT @AlexMoushegian Thank you @LOFT for providing the PERFECT prom dress Ì†ΩÌ≤ú http://t.co/tndOrDgr7T",2014-05-13
"Bold jewelry + bright blazer = a statement we can get behind #NewDressCode¬†http://t.co/mucKjor1Hw¬†@Amazon Publishing http://t.co/8jXgtBmLVa",2014-05-13
"Production Manager Anna Riego in our Printblocked Tank Dress¬†http://t.co/1eHbN1aott¬†#NewDressCode @Amazon Publishing http://t.co/5itAiVD7NX",2014-05-13
"It is an honor to celebrate Mother‚Äôs Day with the wonderful people at @StJude. http://t.co/1ougJ2b5A9",2014-05-13
"""Aim for simple &amp; classic &amp; you can't go wrong,"" Erin Pursell of @Amazon Publishing. http://t.co/l6WhZARNVH http://t.co/6LA1cNhBLm",2014-05-12
"We had so much fun yesterday at our annual Mother's Day brunch for @StJude patients and families. http://t.co/KsV3AU7lA5",2014-05-12
"Our Space Dye Maxi looks down to earth on Jen Bassuk from @Amazon Publishing:¬†http://t.co/BWymThZ32K¬†#NewDressCode http://t.co/h4bkXcEi5o",2014-05-12
"This week, we brought the #NewDressCode to the women of @Amazon Publishing. Follow along on Facebook &amp; Instagram. http://t.co/hhqiR5fvFe",2014-05-12
"A jean rainbow. http://t.co/shYawTCfRT http://t.co/Z8jfwckczu",2014-05-12
"Sign up for emails to be the first to know about our First Look Event: 40% off everything all weekend-long. http://t.co/3y3be3GVj3",2014-05-12
"Jennifer Bassuk, amazon Publishing Director of Rights and Licensing, pairs our Space Dye Maxi Dress‚Ä¶ http://t.co/vinraqwqSQ",2014-05-12
"Everything‚Äôs better in black &amp; white. #lifeisinthedetails http://t.co/uZ3FpNgDYc http://t.co/JUEisC7nCR",2014-05-12
"A maxi with graphic impact. #lifeisinthedetails http://t.co/uZ3FpNgDYc http://t.co/PKc7fzzbvs",2014-05-12
"Get fresh #NewDressCode inspiration for the work week from the teachers of @DemocracyPrep. http://t.co/oNC4k9f3X6 http://t.co/Uce54IrmHl",2014-05-11
"Today‚Äôs the day to shower her with attention‚Äîand share some great old photos. Happy Mother‚Äôs Day, from‚Ä¶ http://t.co/f3JfHwybwl",2014-05-11
"So long, sleeves. http://t.co/uAjYQ4GqaY http://t.co/tFOj1QFE5K",2014-05-10
"Who always makes us smile? Our moms. #feelgoodfriday

Spread the joy and send us what makes you Feel‚Ä¶ http://t.co/OKdJzkAzmn",2014-05-09
"Shortly after 2-year-old Chloe‚Äôs family relocated to China for work, they learned she suffered from a‚Ä¶ http://t.co/qOvyzmFAPt",2014-05-09
"Kindergarten teacher Theresa Walsh's icon: @kerrywashington. See how she channels her feminine style. #NewDressCode http://t.co/mXUkTtz8mD",2014-05-09
"Best dressed mom ever? You will be in this. http://t.co/JRlFFGK7Ze http://t.co/kM6tTekG1Z",2014-05-09
"Got an outfit for Sunday? Try this mom-approved look http://t.co/JRlFFGK7Ze http://t.co/XnLA12Wbj9",2014-05-09
